ID,USE,ACCESS_TIME,ACCESS_DISTANCE,EGRESS_DISTANCE,EGRESS_TIME,ALT1,ALT2,ALT3,ALT4,WB,AGE,GENDER,UNO,SERO,VEHICLE,DM1,DM2,DM3,DM4,DM5,EDM1,EDM2,EDM3,EDM4,EDM5
370,4,3.5999999999999996,0.72,0.43199999999999994,2.1599999999999997,0,0,0,1,0,22.0,1,1,0,1,0,1,0,0,0,1,0,0,0,0
373,2,4.319999999999999,0.8639999999999999,0.72,3.5999999999999996,0,1,0,0,0,30.0,1,1,0,0,0,1,0,0,0,0,1,0,0,0
375,3,1.7999999999999998,0.36,0.36,1.7999999999999998,0,0,1,0,0,22.0,0,1,0,1,1,0,0,0,0,1,0,0,0,0
376,4,1.7999999999999998,0.36,0.72,3.5999999999999996,0,0,0,1,0,22.0,0,1,0,1,1,0,0,0,0,0,1,0,0,0
377,4,1.7999999999999998,0.36,0.144,0.7199999999999999,0,0,0,1,0,22.0,1,1,0,1,1,0,0,0,0,1,0,0,0,0
378,2,5.399999999999999,1.0799999999999998,0.72,3.5999999999999996,0,1,0,0,1,30.0,1,1,0,1,0,0,1,0,0,0,1,0,0,0
381,1,5.399999999999999,1.0799999999999998,0.36,1.7999999999999998,1,0,0,0,0,22.0,1,1,0,0,0,0,1,0,0,1,0,0,0,0
382,4,0.7199999999999999,0.144,1.44,7.199999999999999,0,0,0,1,0,22.0,1,1,0,0,1,0,0,0,0,0,0,1,0,0
387,4,1.7999999999999998,0.36,0.504,2.52,0,0,0,1,1,30.0,1,1,0,1,1,0,0,0,0,0,1,0,0,0
390,3,3.5999999999999996,0.72,0.36,1.7999999999999998,0,0,1,0,1,30.0,1,1,0,1,0,1,0,0,0,1,0,0,0,0
391,4,3.5999999999999996,0.72,0.72,3.5999999999999996,0,0,0,1,1,30.0,1,1,0,1,0,1,0,0,0,0,1,0,0,0
393,4,1.7999999999999998,0.36,0.144,0.7199999999999999,0,0,0,1,1,40.0,1,1,0,0,1,0,0,0,0,1,0,0,0,0
394,4,2.52,0.504,0.144,0.7199999999999999,0,0,0,1,1,22.0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
396,3,5.399999999999999,1.0799999999999998,1.0799999999999998,5.399999999999999,0,0,1,0,1,30.0,1,1,0,1,0,0,1,0,0,0,0,1,0,0
403,4,1.7999999999999998,0.36,0.072,0.35999999999999993,0,0,0,1,0,22.0,1,1,0,0,1,0,0,0,0,1,0,0,0,0
407,4,2.8799999999999994,0.576,0.36,1.7999999999999998,0,0,0,1,1,30.0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
410,3,3.5999999999999996,0.72,0.72,3.5999999999999996,0,0,1,0,1,30.0,0,1,0,1,0,1,0,0,0,0,1,0,0,0
412,4,3.5999999999999996,0.72,0.72,3.5999999999999996,0,0,0,1,1,30.0,1,1,0,0,0,1,0,0,0,0,1,0,0,0
413,4,1.7999999999999998,0.36,0.504,2.52,0,0,0,1,1,30.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
415,3,3.5999999999999996,0.72,0.72,3.5999999999999996,0,0,1,0,1,30.0,1,1,0,1,0,1,0,0,0,0,1,0,0,0
418,1,1.7999999999999998,0.36,0.36,1.7999999999999998,1,0,0,0,1,30.0,1,1,0,1,1,0,0,0,0,1,0,0,0,0
419,3,3.5999999999999996,0.72,0.72,3.5999999999999996,0,0,1,0,1,30.0,1,1,0,0,0,1,0,0,0,0,1,0,0,0
420,3,1.7999999999999998,0.36,0.144,0.7199999999999999,0,0,1,0,1,30.0,1,1,0,1,1,0,0,0,0,1,0,0,0,0
421,4,3.5999999999999996,0.72,0.288,1.4399999999999997,0,0,0,1,1,22.0,0,1,0,1,0,1,0,0,0,1,0,0,0,0
424,4,5.399999999999999,1.0799999999999998,0.36,1.7999999999999998,0,0,0,1,1,30.0,1,1,0,1,0,0,1,0,0,1,0,0,0,0
425,2,3.5999999999999996,0.72,0.72,3.5999999999999996,0,1,0,0,1,30.0,1,1,0,0,0,1,0,0,0,0,1,0,0,0
429,4,1.7999999999999998,0.36,0.36,1.7999999999999998,0,0,0,1,1,22.0,0,1,0,1,1,0,0,0,0,1,0,0,0,0
431,4,3.5999999999999996,0.72,0.36,1.7999999999999998,0,0,0,1,1,22.0,1,1,0,1,0,1,0,0,0,1,0,0,0,0
434,2,1.7999999999999998,0.36,0.36,1.7999999999999998,0,1,0,0,1,30.0,1,1,0,1,1,0,0,0,0,1,0,0,0,0
437,4,5.399999999999999,1.0799999999999998,0.72,3.5999999999999996,0,0,0,1,1,22.0,1,1,0,1,0,0,1,0,0,0,1,0,0,0
441,3,1.0799999999999998,0.21599999999999997,0.144,0.7199999999999999,0,0,1,0,1,40.0,1,1,0,1,1,0,0,0,0,1,0,0,0,0
442,1,6.119999999999999,1.224,0.36,1.7999999999999998,1,0,0,0,1,40.0,0,1,0,1,0,0,1,0,0,1,0,0,0,0
446,4,0.35999999999999993,0.072,0.36,1.7999999999999998,0,0,0,1,0,22.0,1,1,0,0,1,0,0,0,0,1,0,0,0,0
449,4,5.399999999999999,1.0799999999999998,0.144,0.7199999999999999,0,0,0,1,0,22.0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
450,2,1.7999999999999998,0.36,1.44,7.199999999999999,0,1,0,0,0,22.0,1,1,0,0,1,0,0,0,0,0,0,1,0,0
452,3,1.7999999999999998,0.36,0.144,0.7199999999999999,0,0,1,0,1,22.0,1,1,0,0,1,0,0,0,0,1,0,0,0,0
456,4,0.7199999999999999,0.144,0.072,0.35999999999999993,0,0,0,1,1,30.0,0,1,0,1,1,0,0,0,0,1,0,0,0,0
458,4,1.7999999999999998,0.36,0.144,0.7199999999999999,0,0,0,1,0,22.0,1,1,0,1,1,0,0,0,0,1,0,0,0,0
460,4,3.5999999999999996,0.72,0.36,1.7999999999999998,0,0,0,1,0,22.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
466,4,3.5999999999999996,0.72,0.72,3.5999999999999996,0,0,0,1,0,22.0,1,1,0,1,0,1,0,0,0,0,1,0,0,0
467,4,5.399999999999999,1.0799999999999998,0.504,2.52,0,0,0,1,0,40.0,0,1,0,1,0,0,1,0,0,0,1,0,0,0
468,4,1.7999999999999998,0.36,0.36,1.7999999999999998,0,0,0,1,0,22.0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
471,2,5.399999999999999,1.0799999999999998,5.34,26.7,0,1,0,0,1,22.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
472,4,0.7199999999999999,0.144,1.7999999999999998,8.999999999999998,0,0,0,1,1,30.0,0,1,0,1,1,0,0,0,0,0,0,1,0,0
475,2,1.7999999999999998,0.36,1.0799999999999998,5.399999999999999,0,1,0,0,0,22.0,1,1,0,1,1,0,0,0,0,0,0,1,0,0
477,4,1.7999999999999998,0.36,0.72,3.5999999999999996,0,0,0,1,0,22.0,1,1,0,1,1,0,0,0,0,0,1,0,0,0
478,4,1.7999999999999998,0.36,0.36,1.7999999999999998,0,0,0,1,0,30.0,1,1,0,1,1,0,0,0,0,1,0,0,0,0
479,3,5.399999999999999,1.0799999999999998,1.0799999999999998,5.399999999999999,0,0,1,0,0,22.0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
481,4,1.7999999999999998,0.36,1.0799999999999998,5.399999999999999,0,0,0,1,0,22.0,1,1,0,1,1,0,0,0,0,0,0,1,0,0
482,2,3.5999999999999996,0.72,1.224,6.119999999999999,0,1,0,0,1,22.0,0,1,0,1,0,1,0,0,0,0,0,1,0,0
483,4,1.0799999999999998,0.21599999999999997,1.0799999999999998,5.399999999999999,0,0,0,1,0,22.0,1,1,0,0,1,0,0,0,0,0,0,1,0,0
484,1,2.52,0.504,0.144,0.7199999999999999,1,0,0,0,0,22.0,0,1,0,1,0,1,0,0,0,1,0,0,0,0
486,4,5.399999999999999,1.0799999999999998,0.36,1.7999999999999998,0,0,0,1,0,22.0,0,1,0,1,0,0,1,0,0,1,0,0,0,0
487,4,1.7999999999999998,0.36,0.36,1.7999999999999998,0,0,0,1,1,40.0,1,1,0,1,1,0,0,0,0,1,0,0,0,0
488,4,3.5999999999999996,0.72,0.144,0.7199999999999999,0,0,0,1,1,22.0,1,1,0,1,0,1,0,0,0,1,0,0,0,0
489,1,5.399999999999999,1.0799999999999998,0.144,0.7199999999999999,1,0,0,0,0,22.0,1,1,0,0,0,0,1,0,0,1,0,0,0,0
491,4,1.0799999999999998,0.21599999999999997,0.36,1.7999999999999998,0,0,0,1,0,22.0,0,1,0,1,1,0,0,0,0,1,0,0,0,0
492,4,5.399999999999999,1.0799999999999998,0.36,1.7999999999999998,0,0,0,1,0,22.0,0,1,0,1,0,0,1,0,0,1,0,0,0,0
494,4,3.5999999999999996,0.72,0.36,1.7999999999999998,0,0,0,1,1,30.0,1,1,0,1,0,1,0,0,0,1,0,0,0,0
496,4,1.7999999999999998,0.36,0.36,1.7999999999999998,0,0,0,1,1,40.0,0,1,0,1,1,0,0,0,0,1,0,0,0,0
499,4,11.760000000000002,2.3520000000000003,0.36,1.7999999999999998,0,0,0,1,0,40.0,1,1,0,1,0,0,0,1,0,1,0,0,0,0
501,3,1.7999999999999998,0.36,0.144,0.7199999999999999,0,0,1,0,0,22.0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
504,4,1.7999999999999998,0.36,0.144,0.7199999999999999,0,0,0,1,0,22.0,1,1,0,1,1,0,0,0,0,1,0,0,0,0
505,3,6.119999999999999,1.224,1.44,7.199999999999999,0,0,1,0,1,22.0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
507,4,1.7999999999999998,0.36,0.72,3.5999999999999996,0,0,0,1,0,22.0,0,1,0,1,1,0,0,0,0,0,1,0,0,0
508,4,3.5999999999999996,0.72,0.36,1.7999999999999998,0,0,0,1,0,54.0,1,1,0,1,0,1,0,0,0,1,0,0,0,0
509,4,2.52,0.504,0.36,1.7999999999999998,0,0,0,1,0,30.0,1,1,0,1,0,1,0,0,0,1,0,0,0,0
510,3,3.5999999999999996,0.72,1.0799999999999998,5.399999999999999,0,0,1,0,0,22.0,1,1,0,0,0,1,0,0,0,0,0,1,0,0
511,3,1.7999999999999998,0.36,0.36,1.7999999999999998,0,0,1,0,0,22.0,1,1,0,1,1,0,0,0,0,1,0,0,0,0
512,2,1.7999999999999998,0.36,1.44,7.199999999999999,0,1,0,0,0,22.0,0,1,0,1,1,0,0,0,0,0,0,1,0,0
516,3,3.5999999999999996,0.72,0.36,1.7999999999999998,0,0,1,0,1,30.0,1,1,0,1,0,1,0,0,0,1,0,0,0,0
519,4,19.599999999999998,3.92,0.072,0.35999999999999993,0,0,0,1,1,30.0,1,1,0,0,0,0,0,1,0,1,0,0,0,0
523,4,1.7999999999999998,0.36,0.72,3.5999999999999996,0,0,0,1,1,30.0,1,1,0,1,1,0,0,0,0,0,1,0,0,0
525,3,5.399999999999999,1.0799999999999998,0.8639999999999999,4.319999999999999,0,0,1,0,0,22.0,1,1,0,1,0,0,1,0,0,0,1,0,0,0
527,4,5.399999999999999,1.0799999999999998,0.72,3.5999999999999996,0,0,0,1,1,30.0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
528,2,0.7199999999999999,0.144,0.72,3.5999999999999996,0,1,0,0,1,30.0,1,1,0,0,1,0,0,0,0,0,1,0,0,0
529,4,3.5999999999999996,0.72,0.36,1.7999999999999998,0,0,0,1,0,22.0,0,1,0,1,0,1,0,0,0,1,0,0,0,0
530,4,3.5999999999999996,0.72,1.0799999999999998,5.399999999999999,0,0,0,1,0,22.0,1,1,0,0,0,1,0,0,0,0,0,1,0,0
533,4,3.5999999999999996,0.72,0.36,1.7999999999999998,0,0,0,1,1,40.0,0,1,0,1,0,1,0,0,0,1,0,0,0,0
535,4,1.7999999999999998,0.36,0.72,3.5999999999999996,0,0,0,1,0,22.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
538,3,1.7999999999999998,0.36,2.67,13.35,0,0,1,0,0,22.0,1,1,0,0,1,0,0,0,0,0,0,0,1,0
540,4,5.399999999999999,1.0799999999999998,0.72,3.5999999999999996,0,0,0,1,1,30.0,1,1,0,1,0,0,1,0,0,0,1,0,0,0
542,4,1.7999999999999998,0.36,0.21599999999999997,1.0799999999999998,0,0,0,1,1,30.0,1,1,0,1,1,0,0,0,0,1,0,0,0,0
546,4,2.52,0.504,0.144,0.7199999999999999,0,0,0,1,1,30.0,0,1,0,1,0,1,0,0,0,1,0,0,0,0
548,2,3.5999999999999996,0.72,1.44,7.199999999999999,0,1,0,0,1,22.0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
550,3,6.119999999999999,1.224,0.72,3.5999999999999996,0,0,1,0,1,30.0,0,1,0,1,0,0,1,0,0,0,1,0,0,0
551,4,1.7999999999999998,0.36,0.21599999999999997,1.0799999999999998,0,0,0,1,1,40.0,0,1,0,1,1,0,0,0,0,1,0,0,0,0
552,1,3.5999999999999996,0.72,0.72,3.5999999999999996,1,0,0,0,1,30.0,0,1,0,1,0,1,0,0,0,0,1,0,0,0
556,4,1.7999999999999998,0.36,0.144,0.7199999999999999,0,0,0,1,1,54.0,0,1,0,1,1,0,0,0,0,1,0,0,0,0
557,3,3.5999999999999996,0.72,1.0799999999999998,5.399999999999999,0,0,1,0,0,40.0,0,1,0,1,0,1,0,0,0,0,0,1,0,0
559,4,1.7999999999999998,0.36,0.36,1.7999999999999998,0,0,0,1,0,22.0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
560,2,0.7199999999999999,0.144,0.36,1.7999999999999998,0,1,0,0,0,22.0,1,1,0,0,1,0,0,0,0,1,0,0,0,0
562,1,3.5999999999999996,0.72,0.21599999999999997,1.0799999999999998,1,0,0,0,1,22.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
564,4,5.399999999999999,1.0799999999999998,0.72,3.5999999999999996,0,0,0,1,1,22.0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
565,3,2.8799999999999994,0.576,0.36,1.7999999999999998,0,0,1,0,1,30.0,1,1,0,1,0,1,0,0,0,1,0,0,0,0
574,4,1.7999999999999998,0.36,0.504,2.52,0,0,0,1,0,22.0,0,1,0,1,1,0,0,0,0,0,1,0,0,0
575,1,5.399999999999999,1.0799999999999998,1.0799999999999998,5.399999999999999,1,0,0,0,1,22.0,1,1,0,0,0,0,1,0,0,0,0,1,0,0
577,4,1.7999999999999998,0.36,0.36,1.7999999999999998,0,0,0,1,0,22.0,1,1,0,1,1,0,0,0,0,1,0,0,0,0
579,4,1.0799999999999998,0.21599999999999997,0.36,1.7999999999999998,0,0,0,1,1,40.0,1,1,0,1,1,0,0,0,0,1,0,0,0,0
580,4,0.7199999999999999,0.144,0.72,3.5999999999999996,0,0,0,1,0,22.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
581,3,4.68,0.9359999999999999,0.72,3.5999999999999996,0,0,1,0,1,30.0,0,1,0,1,0,1,0,0,0,0,1,0,0,0
583,3,1.7999999999999998,0.36,0.72,3.5999999999999996,0,0,1,0,0,22.0,1,1,0,1,1,0,0,0,0,0,1,0,0,0
585,3,13.35,2.67,0.36,1.7999999999999998,0,0,1,0,1,22.0,1,1,0,0,0,0,0,1,0,1,0,0,0,0
586,3,3.5999999999999996,0.72,0.36,1.7999999999999998,0,0,1,0,0,22.0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
587,4,3.5999999999999996,0.72,0.36,1.7999999999999998,0,0,0,1,1,22.0,1,1,0,1,0,1,0,0,0,1,0,0,0,0
591,4,1.7999999999999998,0.36,0.36,1.7999999999999998,0,0,0,1,0,40.0,0,1,0,1,1,0,0,0,0,1,0,0,0,0
592,1,3.5999999999999996,0.72,0.144,0.7199999999999999,1,0,0,0,1,40.0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
594,1,3.5999999999999996,0.72,0.36,1.7999999999999998,1,0,0,0,1,54.0,1,1,0,1,0,1,0,0,0,1,0,0,0,0
595,3,5.399999999999999,1.0799999999999998,1.44,7.199999999999999,0,0,1,0,1,30.0,1,1,0,1,0,0,1,0,0,0,0,1,0,0
598,2,0.7199999999999999,0.144,0.72,3.5999999999999996,0,1,0,0,0,22.0,1,1,0,1,1,0,0,0,0,0,1,0,0,0
602,4,1.7999999999999998,0.36,0.72,3.5999999999999996,0,0,0,1,0,22.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
605,4,1.7999999999999998,0.36,0.144,0.7199999999999999,0,0,0,1,1,30.0,1,1,0,1,1,0,0,0,0,1,0,0,0,0
607,4,5.399999999999999,1.0799999999999998,1.0799999999999998,5.399999999999999,0,0,0,1,0,22.0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
610,3,0.7199999999999999,0.144,1.0799999999999998,5.399999999999999,0,0,1,0,0,22.0,1,1,0,1,1,0,0,0,0,0,0,1,0,0
611,4,5.399999999999999,1.0799999999999998,0.72,3.5999999999999996,0,0,0,1,0,22.0,0,1,0,1,0,0,1,0,0,0,1,0,0,0
612,3,5.399999999999999,1.0799999999999998,1.656,8.28,0,0,1,0,0,40.0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
613,3,1.7999999999999998,0.36,1.0799999999999998,5.399999999999999,0,0,1,0,1,40.0,0,1,0,1,1,0,0,0,0,0,0,1,0,0
614,4,3.5999999999999996,0.72,0.36,1.7999999999999998,0,0,0,1,1,30.0,1,1,0,1,0,1,0,0,0,1,0,0,0,0
615,4,3.5999999999999996,0.72,0.144,0.7199999999999999,0,0,0,1,0,40.0,0,1,0,1,0,1,0,0,0,1,0,0,0,0
616,4,0.7199999999999999,0.144,0.36,1.7999999999999998,0,0,0,1,0,22.0,1,1,0,0,1,0,0,0,0,1,0,0,0,0
617,1,0.7199999999999999,0.144,0.36,1.7999999999999998,1,0,0,0,0,22.0,0,1,0,1,1,0,0,0,0,1,0,0,0,0
618,1,7.199999999999999,1.44,0.72,3.5999999999999996,1,0,0,0,0,22.0,0,1,0,1,0,0,1,0,0,0,1,0,0,0
620,4,1.7999999999999998,0.36,0.36,1.7999999999999998,0,0,0,1,0,22.0,1,1,0,1,1,0,0,0,0,1,0,0,0,0
621,4,3.5999999999999996,0.72,0.36,1.7999999999999998,0,0,0,1,0,22.0,1,1,0,1,0,1,0,0,0,1,0,0,0,0
623,3,1.7999999999999998,0.36,0.72,3.5999999999999996,0,0,1,0,0,22.0,0,1,0,1,1,0,0,0,0,0,1,0,0,0
630,3,1.7999999999999998,0.36,0.36,1.7999999999999998,0,0,1,0,1,30.0,1,1,0,1,1,0,0,0,0,1,0,0,0,0
632,4,0.7199999999999999,0.144,0.144,0.7199999999999999,0,0,0,1,0,22.0,0,1,0,1,1,0,0,0,0,1,0,0,0,0
633,3,1.7999999999999998,0.36,0.36,1.7999999999999998,0,0,1,0,0,22.0,1,1,0,1,1,0,0,0,0,1,0,0,0,0
634,1,7.199999999999999,1.44,0.36,1.7999999999999998,1,0,0,0,1,30.0,1,1,0,1,0,0,1,0,0,1,0,0,0,0
635,3,1.7999999999999998,0.36,1.0799999999999998,5.399999999999999,0,0,1,0,0,22.0,1,1,0,1,1,0,0,0,0,0,0,1,0,0
636,3,3.5999999999999996,0.72,1.44,7.199999999999999,0,0,1,0,1,22.0,1,1,0,1,0,1,0,0,0,0,0,1,0,0
637,2,5.399999999999999,1.0799999999999998,1.0799999999999998,5.399999999999999,0,1,0,0,1,30.0,1,1,0,1,0,0,1,0,0,0,0,1,0,0
639,4,1.7999999999999998,0.36,0.36,1.7999999999999998,0,0,0,1,0,22.0,1,1,0,1,1,0,0,0,0,1,0,0,0,0
640,3,1.7999999999999998,0.36,0.21599999999999997,1.0799999999999998,0,0,1,0,1,22.0,1,1,0,1,1,0,0,0,0,1,0,0,0,0
642,4,4.319999999999999,0.8639999999999999,0.72,3.5999999999999996,0,0,0,1,1,30.0,1,1,0,1,0,1,0,0,0,0,1,0,0,0
645,3,5.399999999999999,1.0799999999999998,0.72,3.5999999999999996,0,0,1,0,1,40.0,1,1,0,1,0,0,1,0,0,0,1,0,0,0
646,1,5.399999999999999,1.0799999999999998,0.144,0.7199999999999999,1,0,0,0,1,30.0,1,1,0,0,0,0,1,0,0,1,0,0,0,0
649,4,7.199999999999999,1.44,1.7999999999999998,8.999999999999998,0,0,0,1,1,22.0,1,1,0,0,0,0,1,0,0,0,0,1,0,0
650,3,1.7999999999999998,0.36,0.36,1.7999999999999998,0,0,1,0,1,30.0,1,1,0,1,1,0,0,0,0,1,0,0,0,0
652,3,3.5999999999999996,0.72,0.36,1.7999999999999998,0,0,1,0,1,22.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
658,2,19.599999999999998,3.92,0.72,3.5999999999999996,0,1,0,0,1,30.0,1,1,0,1,0,0,0,1,0,0,1,0,0,0
660,1,7.199999999999999,1.44,0.36,1.7999999999999998,1,0,0,0,0,22.0,1,1,0,1,0,0,1,0,0,1,0,0,0,0
661,4,3.5999999999999996,0.72,0.21599999999999997,1.0799999999999998,0,0,0,1,1,40.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
662,3,6.119999999999999,1.224,1.0799999999999998,5.399999999999999,0,0,1,0,0,22.0,1,1,0,1,0,0,1,0,0,0,0,1,0,0
664,4,2.52,0.504,0.72,3.5999999999999996,0,0,0,1,1,54.0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
665,4,3.5999999999999996,0.72,0.72,3.5999999999999996,0,0,0,1,1,22.0,1,1,0,1,0,1,0,0,0,0,1,0,0,0
666,3,5.399999999999999,1.0799999999999998,1.0799999999999998,5.399999999999999,0,0,1,0,1,30.0,1,1,0,1,0,0,1,0,0,0,0,1,0,0
667,4,0.7199999999999999,0.144,0.36,1.7999999999999998,0,0,0,1,1,54.0,1,1,0,1,1,0,0,0,0,1,0,0,0,0
669,2,7.199999999999999,1.44,0.72,3.5999999999999996,0,1,0,0,0,22.0,0,1,0,1,0,0,1,0,0,0,1,0,0,0
670,2,1.7999999999999998,0.36,0.72,3.5999999999999996,0,1,0,0,1,54.0,1,1,0,1,1,0,0,0,0,0,1,0,0,0
671,4,1.7999999999999998,0.36,0.72,3.5999999999999996,0,0,0,1,1,54.0,1,1,0,1,1,0,0,0,0,0,1,0,0,0
673,3,5.399999999999999,1.0799999999999998,0.21599999999999997,1.0799999999999998,0,0,1,0,1,54.0,0,1,0,1,0,0,1,0,0,1,0,0,0,0
675,1,1.7999999999999998,0.36,0.144,0.7199999999999999,1,0,0,0,0,30.0,1,1,0,1,1,0,0,0,0,1,0,0,0,0
687,3,0.7199999999999999,0.144,1.44,7.199999999999999,0,0,1,0,0,22.0,0,1,0,1,1,0,0,0,0,0,0,1,0,0
688,3,1.7999999999999998,0.36,0.72,3.5999999999999996,0,0,1,0,1,22.0,1,1,0,1,1,0,0,0,0,0,1,0,0,0
693,1,3.5999999999999996,0.72,0.72,3.5999999999999996,1,0,0,0,1,30.0,1,1,0,0,0,1,0,0,0,0,1,0,0,0
694,4,7.199999999999999,1.44,0.504,2.52,0,0,0,1,0,22.0,1,1,0,0,0,0,1,0,0,0,1,0,0,0
696,4,1.7999999999999998,0.36,0.36,1.7999999999999998,0,0,0,1,0,40.0,1,1,0,1,1,0,0,0,0,1,0,0,0,0
697,1,3.5999999999999996,0.72,0.144,0.7199999999999999,1,0,0,0,1,30.0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
699,1,1.7999999999999998,0.36,0.36,1.7999999999999998,1,0,0,0,1,40.0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
700,2,3.92,0.784,0.36,1.7999999999999998,0,1,0,0,0,22.0,1,1,0,1,0,1,0,0,0,1,0,0,0,0
703,4,1.7999999999999998,0.36,0.144,0.7199999999999999,0,0,0,1,0,22.0,1,1,0,0,1,0,0,0,0,1,0,0,0,0
704,3,3.5999999999999996,0.72,0.36,1.7999999999999998,0,0,1,0,0,22.0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
705,4,3.5999999999999996,0.72,0.72,3.5999999999999996,0,0,0,1,1,30.0,1,1,0,0,0,1,0,0,0,0,1,0,0,0
707,4,5.399999999999999,1.0799999999999998,1.3679999999999999,6.839999999999999,0,0,0,1,0,22.0,1,1,0,1,0,0,1,0,0,0,0,1,0,0
711,4,3.5999999999999996,0.72,0.144,0.7199999999999999,0,0,0,1,1,22.0,1,1,0,1,0,1,0,0,0,1,0,0,0,0
714,4,1.7999999999999998,0.36,0.36,1.7999999999999998,0,0,0,1,0,22.0,1,1,0,0,1,0,0,0,0,1,0,0,0,0
716,3,2.52,0.504,0.36,1.7999999999999998,0,0,1,0,1,22.0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
719,4,1.7999999999999998,0.36,1.0799999999999998,5.399999999999999,0,0,0,1,1,22.0,0,1,0,1,1,0,0,0,0,0,0,1,0,0
722,4,2.1599999999999997,0.43199999999999994,0.21599999999999997,1.0799999999999998,0,0,0,1,1,54.0,1,1,0,1,1,0,0,0,0,1,0,0,0,0
724,3,3.5999999999999996,0.72,1.0799999999999998,5.399999999999999,0,0,1,0,0,22.0,1,1,0,1,0,1,0,0,0,0,0,1,0,0
725,4,0.7199999999999999,0.144,3.92,19.599999999999998,0,0,0,1,0,30.0,1,1,0,1,1,0,0,0,0,0,0,0,1,0
727,4,5.399999999999999,1.0799999999999998,0.36,1.7999999999999998,0,0,0,1,1,22.0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
728,2,3.5999999999999996,0.72,0.72,3.5999999999999996,0,1,0,0,1,30.0,0,1,0,1,0,1,0,0,0,0,1,0,0,0
730,4,3.5999999999999996,0.72,0.72,3.5999999999999996,0,0,0,1,1,30.0,0,1,0,1,0,1,0,0,0,0,1,0,0,0
731,4,3.5999999999999996,0.72,0.72,3.5999999999999996,0,0,0,1,1,40.0,0,1,0,1,0,1,0,0,0,0,1,0,0,0
732,4,0.7199999999999999,0.144,0.21599999999999997,1.0799999999999998,0,0,0,1,0,22.0,1,1,0,1,1,0,0,0,0,1,0,0,0,0
735,4,1.7999999999999998,0.36,0.36,1.7999999999999998,0,0,0,1,0,54.0,1,1,0,1,1,0,0,0,0,1,0,0,0,0
737,4,5.399999999999999,1.0799999999999998,0.72,3.5999999999999996,0,0,0,1,0,22.0,1,1,0,1,0,0,1,0,0,0,1,0,0,0
738,4,5.399999999999999,1.0799999999999998,0.072,0.35999999999999993,0,0,0,1,1,30.0,1,1,0,1,0,0,1,0,0,1,0,0,0,0
740,4,3.5999999999999996,0.72,0.36,1.7999999999999998,0,0,0,1,0,65.0,1,1,0,1,0,1,0,0,0,1,0,0,0,0
741,3,3.5999999999999996,0.72,0.144,0.7199999999999999,0,0,1,0,1,30.0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
742,4,1.7999999999999998,0.36,0.72,3.5999999999999996,0,0,0,1,0,22.0,1,1,0,1,1,0,0,0,0,0,1,0,0,0
743,4,5.399999999999999,1.0799999999999998,0.144,0.7199999999999999,0,0,0,1,0,30.0,1,1,0,1,0,0,1,0,0,1,0,0,0,0
749,4,1.7999999999999998,0.36,0.36,1.7999999999999998,0,0,0,1,1,30.0,1,1,0,0,1,0,0,0,0,1,0,0,0,0
752,4,1.7999999999999998,0.36,0.21599999999999997,1.0799999999999998,0,0,0,1,0,22.0,1,1,0,1,1,0,0,0,0,1,0,0,0,0
753,4,1.7999999999999998,0.36,0.36,1.7999999999999998,0,0,0,1,0,30.0,1,1,0,1,1,0,0,0,0,1,0,0,0,0
755,4,1.7999999999999998,0.36,0.36,1.7999999999999998,0,0,0,1,0,30.0,0,1,0,1,1,0,0,0,0,1,0,0,0,0
756,3,3.5999999999999996,0.72,0.72,3.5999999999999996,0,0,1,0,1,30.0,1,1,0,0,0,1,0,0,0,0,1,0,0,0
