ID,AGE,USE,ACCESS_TIME,ACCESS_DISTANCE,EGRESS_DISTANCE,EGRESS_TIME,ALT1,ALT2,ALT3,ALT4,WB,GENDER,UNO,SERO,VEHICLE,DM1,DM2,DM3,DM4,DM5,EDM1,EDM2,EDM3,EDM4,EDM5
600,22.0,2,1.4399999999999997,0.3,1.75,19.599999999999998,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0
601,22.0,3,3.5999999999999996,0.75,3.25,26.7,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0
602,22.0,4,1.7999999999999998,0.3,0.3,3.5999999999999996,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
603,22.0,3,13.35,0.75,2.75,20.0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0
604,22.0,4,26.7,3.75,1.75,40.05,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
605,30.0,4,1.7999999999999998,0.75,0.3,0.7199999999999999,0,0,0,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0
607,22.0,4,5.399999999999999,0.75,0.75,5.399999999999999,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0
609,22.0,3,10.0,0.75,0.75,4.68,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0
610,22.0,3,0.7199999999999999,0.3,1.25,5.399999999999999,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0
611,22.0,4,5.399999999999999,0.75,0.3,3.5999999999999996,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0
612,40.0,3,5.399999999999999,1.25,1.25,8.28,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
613,40.0,3,1.7999999999999998,0.3,0.75,5.399999999999999,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0
614,30.0,4,3.5999999999999996,0.75,0.3,1.7999999999999998,0,0,0,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0
615,40.0,4,3.5999999999999996,0.3,0.3,0.7199999999999999,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0
616,22.0,4,0.7199999999999999,0.3,0.75,1.7999999999999998,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0
617,22.0,1,0.7199999999999999,0.3,0.75,1.7999999999999998,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0
618,22.0,1,7.199999999999999,1.25,0.75,3.5999999999999996,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0
619,40.0,4,58.8,4.25,2.75,19.0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0
620,22.0,4,1.7999999999999998,0.3,0.3,1.7999999999999998,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0
621,22.0,4,3.5999999999999996,0.75,0.3,1.7999999999999998,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0
622,22.0,2,1.7999999999999998,0.3,2.75,26.7,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0
623,22.0,3,1.7999999999999998,0.3,0.3,3.5999999999999996,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0
625,40.0,3,20.0,2.75,3.75,20.0,0,0,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0
626,22.0,2,3.5999999999999996,0.75,2.75,5.399999999999999,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0
627,54.0,4,40.05,2.75,0.3,1.7999999999999998,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0
628,22.0,3,83.375,5.0,0.75,11.760000000000002,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0
630,30.0,3,1.7999999999999998,0.3,0.3,1.7999999999999998,0,0,1,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0
631,30.0,3,39.199999999999996,2.25,0.75,3.5999999999999996,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0
632,22.0,4,0.7199999999999999,0.3,0.3,0.7199999999999999,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0
633,22.0,3,1.7999999999999998,0.75,0.75,1.7999999999999998,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0
634,30.0,1,7.199999999999999,1.25,0.3,1.7999999999999998,1,0,0,0,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0
635,22.0,3,1.7999999999999998,0.75,1.25,5.399999999999999,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0
636,22.0,3,3.5999999999999996,1.25,1.25,7.199999999999999,0,0,1,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0
637,30.0,2,5.399999999999999,0.75,1.25,5.399999999999999,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0
638,40.0,3,26.7,0.75,0.75,3.5999999999999996,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0
639,22.0,4,1.7999999999999998,0.3,0.75,1.7999999999999998,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0
640,22.0,3,1.7999999999999998,0.75,0.75,1.0799999999999998,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0
641,30.0,2,39.199999999999996,5.0,0.75,3.5999999999999996,0,1,0,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0
642,30.0,4,4.319999999999999,1.25,1.75,3.5999999999999996,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0
644,22.0,1,27.44,1.75,0.3,0.7199999999999999,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0
645,40.0,3,5.399999999999999,0.3,0.3,3.5999999999999996,0,0,1,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0
646,30.0,1,5.399999999999999,0.75,0.3,0.7199999999999999,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0
647,22.0,3,39.199999999999996,4.25,0.75,3.5999999999999996,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0
648,30.0,1,58.8,4.75,0.3,0.7199999999999999,1,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0
649,22.0,4,7.199999999999999,1.25,2.25,8.999999999999998,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0
650,30.0,3,1.7999999999999998,0.3,0.3,1.7999999999999998,0,0,1,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0
652,22.0,3,3.5999999999999996,0.75,0.3,1.7999999999999998,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0
654,22.0,4,0.7199999999999999,0.3,1.75,33.349999999999994,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0
656,30.0,3,26.7,2.25,1.75,26.7,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0
658,30.0,2,19.599999999999998,2.75,0.75,3.5999999999999996,0,1,0,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0
659,30.0,3,23.520000000000003,0.75,0.75,3.5999999999999996,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0
660,22.0,1,7.199999999999999,1.75,0.3,1.7999999999999998,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0
661,40.0,4,3.5999999999999996,0.75,0.3,1.0799999999999998,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0
662,22.0,3,6.119999999999999,1.25,1.75,5.399999999999999,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0
663,54.0,1,19.599999999999998,1.25,0.3,1.7999999999999998,1,0,0,0,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0
664,54.0,4,2.52,0.3,0.75,3.5999999999999996,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
665,22.0,4,3.5999999999999996,0.3,0.3,3.5999999999999996,0,0,0,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0
666,30.0,3,5.399999999999999,1.25,1.25,5.399999999999999,0,0,1,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0
667,54.0,4,0.7199999999999999,1.25,0.3,1.7999999999999998,0,0,0,1,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0
668,30.0,3,5.399999999999999,1.25,2.25,10.0,0,0,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0
669,22.0,2,7.199999999999999,0.75,0.75,3.5999999999999996,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0
670,54.0,2,1.7999999999999998,0.3,0.3,3.5999999999999996,0,1,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0
671,54.0,4,1.7999999999999998,0.75,0.75,3.5999999999999996,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0
672,22.0,4,39.199999999999996,3.25,0.75,1.7999999999999998,0,0,0,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0
673,54.0,3,5.399999999999999,1.25,0.3,1.0799999999999998,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0
674,30.0,4,39.199999999999996,0.75,0.75,1.7999999999999998,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0
675,30.0,1,1.7999999999999998,0.75,0.3,0.7199999999999999,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0
677,22.0,1,39.199999999999996,5.0,0.3,0.7199999999999999,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0
679,22.0,3,13.35,0.75,0.75,26.7,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0
680,22.0,3,3.5999999999999996,0.75,1.25,53.4,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0
681,65.0,4,83.375,5.0,4.25,33.349999999999994,0,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1
682,54.0,4,39.199999999999996,2.25,4.75,40.05,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1
683,30.0,1,26.7,2.25,3.75,40.05,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0
684,22.0,4,39.199999999999996,0.3,2.25,40.05,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0
686,30.0,3,19.599999999999998,1.75,2.25,26.7,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0
687,22.0,3,0.7199999999999999,0.3,0.3,7.199999999999999,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0
688,22.0,3,1.7999999999999998,0.3,0.3,3.5999999999999996,0,0,1,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0
689,30.0,4,39.199999999999996,3.75,0.3,0.7199999999999999,0,0,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0
691,22.0,2,1.7999999999999998,0.3,3.25,26.7,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0
692,22.0,2,15.0,0.75,0.75,19.599999999999998,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0
693,30.0,1,3.5999999999999996,0.3,0.3,3.5999999999999996,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0
694,22.0,4,7.199999999999999,2.25,0.3,2.52,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0
695,40.0,3,39.199999999999996,1.75,1.25,3.5999999999999996,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0
696,40.0,4,1.7999999999999998,0.3,0.3,1.7999999999999998,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0
697,30.0,1,3.5999999999999996,0.75,0.3,0.7199999999999999,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0
698,22.0,4,0.7199999999999999,0.3,1.75,16.02,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0
699,40.0,1,1.7999999999999998,0.3,0.3,1.7999999999999998,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0
700,22.0,2,3.92,0.3,0.3,1.7999999999999998,0,1,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0
703,22.0,4,1.7999999999999998,0.75,0.3,0.7199999999999999,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
704,22.0,3,3.5999999999999996,1.25,0.75,1.7999999999999998,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0
705,30.0,4,3.5999999999999996,0.75,0.75,3.5999999999999996,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0
706,40.0,4,19.599999999999998,1.25,1.25,3.5999999999999996,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0
707,22.0,4,5.399999999999999,0.75,0.75,6.839999999999999,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0
708,54.0,4,19.599999999999998,1.25,0.75,5.399999999999999,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0
709,30.0,2,5.399999999999999,0.3,5.0,66.69999999999999,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1
711,22.0,4,3.5999999999999996,0.75,0.3,0.7199999999999999,0,0,0,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0
714,22.0,4,1.7999999999999998,0.3,0.3,1.7999999999999998,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0
715,22.0,4,6.67,0.3,3.25,20.0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0
716,22.0,3,2.52,0.3,0.3,1.7999999999999998,0,0,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0
717,65.0,4,58.8,2.25,1.75,7.199999999999999,0,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0
718,40.0,3,39.199999999999996,2.25,0.75,1.7999999999999998,0,0,1,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0
719,22.0,4,1.7999999999999998,0.3,1.25,5.399999999999999,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0
721,30.0,4,40.05,1.25,0.3,0.35999999999999993,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0
722,54.0,4,2.1599999999999997,0.3,0.3,1.0799999999999998,0,0,0,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0
724,22.0,3,3.5999999999999996,0.75,0.75,5.399999999999999,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0
725,30.0,4,0.7199999999999999,0.3,4.75,19.599999999999998,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1
726,40.0,3,5.0,0.75,0.75,13.35,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0
727,22.0,4,5.399999999999999,1.25,0.3,1.7999999999999998,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0
728,30.0,2,3.5999999999999996,0.75,0.75,3.5999999999999996,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0
730,30.0,4,3.5999999999999996,0.75,0.75,3.5999999999999996,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0
731,40.0,4,3.5999999999999996,0.75,0.75,3.5999999999999996,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0
732,22.0,4,0.7199999999999999,0.75,0.75,1.0799999999999998,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0
733,22.0,3,3.5999999999999996,0.75,2.25,58.8,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0
734,22.0,3,19.599999999999998,0.75,0.3,0.7199999999999999,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0
735,54.0,4,1.7999999999999998,0.3,0.3,1.7999999999999998,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0
736,30.0,3,16.674999999999997,1.75,1.75,5.399999999999999,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0
737,22.0,4,5.399999999999999,0.75,0.75,3.5999999999999996,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0
738,30.0,4,5.399999999999999,0.75,0.3,0.35999999999999993,0,0,0,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0
740,65.0,4,3.5999999999999996,0.75,0.3,1.7999999999999998,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0
741,30.0,3,3.5999999999999996,0.75,0.3,0.7199999999999999,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0
742,22.0,4,1.7999999999999998,0.75,0.75,3.5999999999999996,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0
743,30.0,4,5.399999999999999,1.25,0.3,0.7199999999999999,0,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0
744,22.0,3,40.05,1.75,0.75,6.119999999999999,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0
745,22.0,4,10.0,1.25,0.75,4.319999999999999,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0
746,30.0,3,39.199999999999996,3.25,0.3,1.7999999999999998,0,0,1,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0
748,22.0,4,26.7,0.3,0.3,1.7999999999999998,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0
749,30.0,4,1.7999999999999998,1.25,0.3,1.7999999999999998,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0
750,22.0,3,1.7999999999999998,0.3,0.3,10.68,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0
752,22.0,4,1.7999999999999998,0.3,0.3,1.0799999999999998,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0
753,30.0,4,1.7999999999999998,0.75,0.3,1.7999999999999998,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0
754,30.0,4,5.399999999999999,1.25,5.0,0.35999999999999993,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1
755,30.0,4,1.7999999999999998,0.3,0.3,1.7999999999999998,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0
756,30.0,3,3.5999999999999996,0.75,0.75,3.5999999999999996,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0
757,22.0,3,4.319999999999999,2.75,2.75,6.119999999999999,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0
758,22.0,3,1.7999999999999998,0.3,0.3,1.0799999999999998,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0
759,22.0,4,1.7999999999999998,0.75,0.3,1.7999999999999998,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0
760,22.0,4,1.7999999999999998,0.75,0.75,1.0799999999999998,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0
761,22.0,2,1.0799999999999998,0.3,4.25,53.4,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1
762,30.0,2,3.5999999999999996,0.3,3.25,58.8,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0
764,22.0,2,0.7199999999999999,0.3,2.75,26.7,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0
765,30.0,1,10.0,1.25,1.25,26.7,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0
767,22.0,3,3.5999999999999996,0.75,0.3,1.7999999999999998,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
768,40.0,3,39.199999999999996,3.25,0.3,0.7199999999999999,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0
769,22.0,3,13.35,0.75,2.25,26.7,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0
771,40.0,3,40.05,4.75,1.75,7.199999999999999,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0
772,40.0,3,78.39999999999999,5.0,0.3,0.7199999999999999,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0
773,22.0,4,1.7999999999999998,0.3,0.3,1.7999999999999998,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0
776,22.0,4,20.0,3.75,1.25,20.0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0
777,65.0,4,3.5999999999999996,0.3,0.3,1.7999999999999998,0,0,0,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0
778,22.0,4,1.0799999999999998,0.75,0.3,1.7999999999999998,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0
779,22.0,3,3.5999999999999996,0.3,0.3,3.5999999999999996,0,0,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0
780,30.0,2,5.399999999999999,3.25,0.3,1.0799999999999998,0,1,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0
781,30.0,4,40.05,5.0,0.75,1.7999999999999998,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0
782,22.0,3,1.7999999999999998,0.3,0.75,1.7999999999999998,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0
783,22.0,1,66.75,5.0,0.3,1.7999999999999998,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0
784,22.0,3,5.399999999999999,2.25,0.75,1.7999999999999998,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0
785,22.0,1,10.68,2.25,0.3,1.0799999999999998,1,0,0,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0
786,30.0,4,5.399999999999999,1.25,1.75,39.199999999999996,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0
787,22.0,4,7.199999999999999,1.25,0.3,0.7199999999999999,0,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0
788,30.0,3,0.7199999999999999,0.3,0.3,0.7199999999999999,0,0,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0
789,22.0,4,1.7999999999999998,0.75,0.75,3.5999999999999996,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0
790,22.0,2,1.0799999999999998,0.3,0.75,5.0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0
791,22.0,1,1.7999999999999998,0.3,0.3,0.7199999999999999,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0
792,22.0,3,5.399999999999999,1.25,0.75,1.7999999999999998,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0
793,22.0,4,1.0799999999999998,0.3,2.75,40.05,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
794,30.0,4,39.199999999999996,4.75,0.3,5.0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0
795,30.0,3,1.7999999999999998,0.3,4.25,78.39999999999999,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1
796,30.0,3,1.7999999999999998,0.3,0.3,1.7999999999999998,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0
798,22.0,4,0.7199999999999999,0.3,5.0,53.4,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1
799,22.0,4,3.5999999999999996,0.75,0.3,1.7999999999999998,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0
800,22.0,3,1.7999999999999998,0.3,0.3,1.7999999999999998,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
801,30.0,2,0.35999999999999993,0.3,0.75,3.5999999999999996,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0
802,65.0,4,1.0799999999999998,0.3,5.0,78.39999999999999,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1
804,22.0,4,3.5999999999999996,0.75,4.75,19.599999999999998,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1
805,40.0,1,53.4,3.75,0.3,1.7999999999999998,1,0,0,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0
806,22.0,3,5.399999999999999,1.75,0.75,3.5999999999999996,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0
807,40.0,3,1.4399999999999997,0.3,0.3,2.52,0,0,1,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0
808,22.0,4,1.7999999999999998,0.3,0.75,3.5999999999999996,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0
809,30.0,4,47.040000000000006,4.75,1.25,12.0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0
810,40.0,4,5.399999999999999,1.25,0.3,0.7199999999999999,0,0,0,1,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0
811,22.0,1,19.599999999999998,1.75,0.3,0.7199999999999999,1,0,0,0,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0
812,22.0,4,3.5999999999999996,0.3,0.3,1.7999999999999998,0,0,0,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0
813,40.0,2,3.5999999999999996,0.75,2.75,40.05,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0
814,40.0,4,1.4399999999999997,0.3,0.75,2.52,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0
815,22.0,4,3.5999999999999996,0.75,0.75,1.7999999999999998,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0
816,30.0,4,3.5999999999999996,0.75,0.75,5.399999999999999,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0
817,40.0,1,58.8,5.0,5.0,3.5999999999999996,1,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1
818,22.0,4,7.199999999999999,1.25,0.75,26.7,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0
819,30.0,4,2.52,1.25,5.0,8.999999999999998,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1
820,22.0,4,19.599999999999998,2.25,0.3,1.7999999999999998,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0
821,22.0,3,3.5999999999999996,0.75,1.25,5.399999999999999,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0
823,22.0,4,7.199999999999999,0.75,0.3,1.7999999999999998,0,0,0,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0
824,22.0,4,7.199999999999999,1.25,3.75,15.0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0
825,22.0,4,1.4399999999999997,0.3,0.75,1.7999999999999998,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0
826,22.0,4,1.7999999999999998,0.3,0.3,1.7999999999999998,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0
827,22.0,4,1.7999999999999998,0.3,0.3,0.7199999999999999,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0
828,22.0,3,1.7999999999999998,0.3,0.3,1.7999999999999998,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0
829,22.0,3,40.05,2.75,0.75,5.399999999999999,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0
830,54.0,4,3.5999999999999996,0.3,0.3,1.7999999999999998,0,0,0,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0
