ID,MAX_US,O_LEVEL,OM_LEVEL,A_LEVEL_DIFF,A_SLOPE_TYPE,M_ORIGIN,M_DESTINATION,D_LANDMARK,D_LAT,D_LONG,E_DISTANCE_MAP,E_TIME_MAP,D_TYPE,O_LANDMARK,O_LAT,O_LONG,A_DISTANCE_MAP,A_TIME_MAP,O_TYPE,START_TIME,TRIP_SEQUENCE,TOTAL_TIME,ACCESS_MODE,ACCESS_TIME,ACCESS_DISTANCE,WT_FS,EGRESS_MODE,EGRESS_TIME,EGRESS_DISTANCE,WT_FIS,BICYCLE_USE,TRANSFER_TIME,WAITING_TIME_SECOND_STOP,PASS,TOTAL_COST,CROWDING,GENDER,S_1,S_2,S_3,AGE,EDUCATION,OCCUPATION,INCOME,CARS,TWO_WHEELER,N_BICYCLES,OTHERS,PARKING,PARK_RENT,PARK,DESTINATION,ORIGIN,TRIP,AGE_C,ACCESS_DIS,EGRESS_DIS,RENT_BICYCLE,MALE,ACCESS_M,EGRESS_M,ACCESS_DIS_B,EGRESS_DIS_B,VEHICLE
2188,,929,929,0,hydrograph,Jayanagar (green line),Cubbon Park (purple line),Near hal ,,,,,Work,Jaynagar 3rd block ,12.93295988,77.58498716,0.7,10,Home,10:10:00,Metro ,45,Walk ,10,0.5 to 1 km ,5,Walk ,4,< 0.5 km ,,For access trip only ,,,Metro card ,0,High crowding - All seats AND 50-75% of standing space occupied ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,26-35 yrs ,Graduate,Employed,,1,2,1,0,"No, I will not use a bicycle. .",15,4,2,1,1,2,2,1,1,0,1,1,2,1,1
604,,917,925,8,rise,Jayanagar (green line),Swami Vivekananda Road (purple line),"Hal kalyana mantapa,",,,,,Home,"Jaynagar, near rashtriya vidyalaya ",12.9433305,77.58241023,1.6,6,School,12:00:00,Metro ,75,Auto Rickshaw ,5,0.5 to 1 km ,10,Dropped-off by friends/others ,20,2.5 km to 3 km ,2,For both access and egress trips ,,,Metro card ,50,Medium crowding - All seats AND 25-50% of standing space occupied ,Female,,,Metro ,18-25 yrs ,12th,Student,,1,2,1,0,0,10,-1,1,3,1,1,2,6,3,0,5,8,2,4,1
1424,,920,928,8,rise,Rashtreeya Vidyalaya Road (green line),Nagasandra (green line),Arshinakuntte,,,,,Home,"Jaynagar, Shalini ground near",12.92092069,77.58538787,0.55,8,Work,19:15:00,Metro + Bus ,90,Walk ,10,0.5 to 1 km ,1,Walk ,5,< 0.5 km ,,For access trip only ,5,5,Metro card ,20,High crowding - All seats AND 50-75% of standing space occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,36-45 yrs ,Trade,Employed,,0,1,0,0,"No, I will not use a bicycle. .",5,4,1,2,3,3,2,1,1,1,1,1,2,1,1
1459,,827,804,-23,fall,Jnanabharathi (purple line),"Nadaprabhu Kempegowda Station, Majestic (green/purple line)","Majestic,SG rao hotel near",,,,,Home,Jnanabarathi college ,12.94190995,77.51052202,1.1,14,School,12:30:00,Metro ,60,Walk ,10,0.5 to 1 km ,8,Walk ,10,0.5 to 1 km ,,For neither access nor egress trips ,,,No ,30,No crowding  - 25-50% of seats occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Student,,0,2,0,0,"No, I will not use a bicycle. .",5,4,1,3,1,1,2,2,4,1,1,1,2,2,1
1282,,912,912,0,flat,Yelachenahalli (green line),Goraguntepalya (green line),Gorukuntepalya metro station ,,,,,Work,Jp nagar near green valley school ,12.89188714,77.56970278,1.7,24,Home,14:00:00,Metro ,40,Two-Wheeler ,5,0.5 to 1 km ,5,Walk ,2,< 0.5 km ,,For access trip only ,,,Metro card ,0,Medium crowding - All seats AND 25-50% of standing space occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,36-45 yrs ,10th,Employed,"50,001 â€“ 1,00,000",0,1,1,0,"Yes, I own a bicycle or I will buy a bicycle, and use it under current travel conditions between my home and the metro station. .",5,1,2,1,1,3,2,1,1,1,3,1,2,1,1
565,,908,908,0,hydrograph,Jayaprakash Nagar (green line),Goraguntepalya (green line),Manyata tech park,,,,,Work,"JP nagar, near inchara hotel",12.90251839,77.58515694,1.5,21,Home,10:00:00,Metro + Bus ,75,Walk ,15,0.5 to 1 km ,5,Walk ,10,< 0.5 km ,,For neither access nor egress trips ,5,6,Metro card ,20,Medium crowding - All seats AND 25-50% of standing space occupied ,Female,Not eligible ,Bus + Metro ,Bus and Metro ,18-25 yrs ,Graduate,Employed,,0,0,0,0,0,10,-1,2,1,3,1,2,1,4,0,1,1,2,1,0
185,,908,919,11,rise,Jayaprakash Nagar (green line),"Nadaprabhu Kempegowda Station, Majestic (green/purple line)",SJM towers,12.9798645,77.57812845,1.3,18,Work,"JP nagar, near Saraki Market ",12.91160723,77.57371639,0.5,8,Home,13:00:00,Metro ,50,Walk ,10,0.5 to 1 km ,5,Walk ,15,0.5 to 1 km ,,For both access and egress trips ,,,Metro card ,0,No crowding  - Most ,Female,,,Metro ,26-35 yrs ,Graduate,Employed,"25,001 â€“ 50,000",1,0,0,0,0,10,-1,2,1,1,2,2,2,3,0,1,1,2,2,1
283,,894,883,-11,hydrograph,Thalaghattapura (green line),Sandal Soap Factory (green line),Yeshwanthpur 1st stop near,13.02422509,77.55144749,1.2,18,Work,"Judicial layout, thalagattapura",12.86509188,77.53823914,1.1,16,Home,09:30:00,Metro ,60,Walk ,10,0.5 to 1 km ,3,Auto Rickshaw ,5,1.5 km to 2 km ,0,For neither access nor egress trips ,,,Metro card ,40,High crowding - All seats AND 50-75% of standing space occupied ,Female,,,Metro ,26-35 yrs ,Graduate,Employed,,2,1,0,0,0,10,-1,2,1,1,2,2,4,4,0,1,5,2,3,1
2305,,880,874,-6,hydrograph,Whitefield - Kadugodi (purple line),Sri Sathya Sai Hospital (purple line),"Industrial area, near metro station ",,,,,Work,Kadugodi ,12.99090434,77.76197009,1.9,26,Home,13:30:00,Metro ,30,Walk ,12,0.5 to 1 km ,5,Walk ,5,< 0.5 km ,,For neither access nor egress trips ,,,Metro card ,0,No crowding - Less than 25% of seats occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Employed,"25,001 â€“ 50,000",0,0,0,0,"No, I will not use a bicycle. .",15,4,2,1,1,1,2,1,4,1,1,1,2,1,0
2398,,880,874,-6,hydrograph,Whitefield - Kadugodi (purple line),Pattandur Agrahara (purple line),ITPL,,,,,Work,Kadugodi ,12.99090434,77.76197009,1.9,26,Home,14:10:00,Metro ,30,Walk ,10,0.5 to 1 km ,1,Walk ,5,< 0.5 km ,,For neither access nor egress trips ,,,Metro card ,0,No crowding - Less than 25% of seats occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Employed,"50,001 â€“ 1,00,000",1,1,0,0,"No, I will not use a bicycle. .",15,4,2,1,1,1,2,1,4,1,1,1,2,1,1
2462,,870,874,4,rise,Whitefield - Kadugodi (purple line),Pattandur Agrahara (purple line),ITPL,,,,,Work,"Kadugodi, railway station backside ",12.99728333,77.75924241,1.5,21,Home,13:45:00,Metro ,25,Walk ,15,0.5 to 1 km ,2,Walk ,3,< 0.5 km ,,For access trip only ,,,Metro card ,0,No crowding - Less than 25% of seats occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,26-35 yrs ,Graduate,Employed,,0,1,0,0,"Yes, I own a bicycle or I will buy a bicycle, and use it under current travel conditions between my home and the metro station. .",15,1,2,1,1,2,2,1,1,1,1,1,2,1,1
2166,,911,926,15,rise,Cubbon Park (purple line),Dasarahalli (green line),Dasarahalli ,,,,,Friend,Kasthurba road ,12.97201711,77.59238294,1.3,17,Other,04:05:00,Metro ,45,Walk ,10,0.5 to 1 km ,6,Walk ,10,0.5 to 1 km ,,For neither access nor egress trips ,,,No ,40,High crowding - All seats AND 50-75% of standing space occupied ,Male,,Bus,Bus,18-25 yrs ,Graduate,Employed,,1,2,1,0,"No, I will not use a bicycle. .",15,4,7,8,1,1,2,2,4,1,1,1,2,2,1
2151,,787,793,6,rise,Kengeri Bus Terminal (purple line),Krantivira Sangolli Rayanna Railway Station (purple line),Lulu mall,,,,,Shopping,"Kengere,near madike swamy thota",12.91080902,77.48866011,0.55,8,Home,13:30:00,Metro ,90,Walk ,10,0.5 to 1 km ,8,Walk ,10,0.5 to 1 km ,,For access trip only ,,,No ,33,High crowding - All seats AND 50-75% of standing space occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Trade,Employed,,0,0,0,0,"Yes, I own a bicycle or I will buy a bicycle, and use it if a safe bicycling path is available between my home and the metro station. .",15,2,4,1,1,1,2,2,1,1,1,1,2,2,0
960,,793,793,0,flat,Kengeri Bus Terminal (purple line),Trinity (purple line),Trinity circle ,,,,,Work,Kengeri circle ,12.91276302,77.48468559,0.35,5,Home,15:45:00,Metro ,45,Two-Wheeler ,5,0.5 to 1 km ,0,Walk ,5,< 0.5 km ,,For neither access nor egress trips ,,,Metro card ,9,Low crowding - All seats AND up to 25% of standing space occupied ,Male,,,Metro ,36-45 yrs ,Graduate,Employed,>2 Lakhs,1,2,2,0,0,10,-1,2,1,1,3,2,1,4,1,3,1,2,1,1
1862,,794,794,0,flat,Kengeri Bus Terminal (purple line),Pattanagere (purple line),Rv college ,,,,,School,Kengeri police station ,12.9104578,77.48133304,0.85,13,Home,09:30:00,Metro ,25,Walk ,10,0.5 to 1 km ,6,Walk ,5,< 0.5 km ,,For access trip only ,,,Metro card ,10,Low crowding - All seats AND up to 25% of standing space occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,12th,Student,"1,00,001 â€“ 2,00,000",2,0,1,0,"No, I will not use a bicycle. .",15,4,3,1,1,1,2,1,1,1,1,1,2,1,1
1006,,801,791,-10,fall,Kengeri (purple line),Kengeri to byapnahalli ,"Mg road, St Joseph university",,,,,School,Kengeri provident sunburm,12.91176089,77.47983409,1.5,23,Home,09:40:00,Metro ,30,Car ,5,0.5 to 1 km ,5,Ola/Uber car ,10,2 km to 2.5 km ,10,For both access and egress trips ,,,No ,90,No crowding  - 50-75% of seats occupied ,Male,,,Metro ,46-60 yrs ,Graduate,Business,,1,1,0,0,0,10,-1,3,1,1,4,2,5,3,1,4,6,2,4,1
2341,,804,804,0,mixed,Kengeri (purple line),Sandal Soap Factory (green line),Sandal soap factory ,,,,,Friend,"KENGERI, ibs college ",12.89834404,77.46342923,3.7,10,School,17:45:00,Metro ,45,Drove and parked a two-Wheeler ,10,0.5 to 1 km ,2,Walk ,5,< 0.5 km ,,For access trip only ,,,Metro card ,0,No crowding  - 25-50% of seats occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Postgraduate,Student,,0,1,0,0,"Yes, I own a bicycle or I will buy a bicycle, and use it under current travel conditions between my home and the metro station. .",15,1,7,3,1,1,2,1,1,1,3,1,2,1,1
854,,799,781,-18,fall,Kengeri (purple line),Cubbon Park (purple line),"Cubbon park,Indian express",,,,,Work,"Kengeri,doddbelle",12.89400338,77.46901554,1.9,10,Home,10:15:00,Metro ,60,Auto Rickshaw ,10,0.5 to 1 km ,5,Walk ,10,0.5 to 1 km ,,For access trip only ,,,Metro card ,0,High crowding - All seats AND 50-75% of standing space occupied ,Male,,,Metro ,36-45 yrs ,Postgraduate,Employed,>2 Lakhs,2,1,1,0,0,10,-1,2,1,1,3,2,2,1,1,5,1,2,2,1
1300,,925,907,-18,fall,National College (green line),Jayaprakash Nagar (green line),Norani masjid ,,,,,Home,Kims ,12.95643487,77.57550471,0.7,10,School,15:50:00,Metro ,15,Walk ,5,0.5 to 1 km ,4,Walk ,5,< 0.5 km ,,For neither access nor egress trips ,,,Metro card ,0,Medium crowding - All seats AND 25-50% of standing space occupied ,Female,,I will use same mode as reported for this trip ,Two-Wheeler - from origin to destiantion ,18-25 yrs ,Graduate,Student,,0,2,0,0,"Yes, I own a bicycle or I will buy a bicycle, and use it if a safe bicycling path is available between my home and the metro station. .",5,2,1,3,1,1,2,1,4,0,1,1,2,1,1
596,,921,905,-16,fall,Konanakunte Cross (green line),Lalbagh (green line),"J c road,Mayuri hotel ",,,,,Work,Konanakunte police station ,12.88398739,77.56580179,1.8,24,Home,12:00:00,Metro ,20,Walk ,15,0.5 to 1 km ,5,Walk ,20,1.5 km to 2 km ,,For both access and egress trips ,,,No ,0,High crowding - All seats AND 50-75% of standing space occupied ,Male,,,Metro ,26-35 yrs ,12th,Employed,"<=10,000",0,2,0,0,0,10,-1,2,1,1,2,2,4,3,1,1,1,2,3,1
1579,,906,906,0,flat,Konanakunte Cross (green line),"Sir.M.Visvesvaraya Stn., Central College (purple line)",Gandhi nagar,,,,,Restaurant,Konnnkunte near forum ,12.88802514,77.5630454,0.45,6,Friend,13:00:00,Metro ,35,Walk ,8,0.5 to 1 km ,7,Auto Rickshaw ,10,3 km to 3.5 km ,5,For neither access nor egress trips ,,,Metro card ,0,Low crowding - All seats AND up to 25% of standing space occupied ,Female,,I will use same mode as reported for this trip ,I was not making this trip earlier ,18-25 yrs ,Graduate,Student,,0,4,0,0,Not Applicable - because neither ends of my trip is home. .,5,3,5,7,1,1,2,7,4,0,1,5,2,4,1
872,,919,924,-5,rise,Central M visvesaraya ,,Vijaynagar Maruthi mandir,,,,,Home,Kr circle ,12.9758244,77.58751717,0.27,4,Work,10:00:00,Metro ,25,Walk ,10,0.5 to 1 km ,4,Walk ,15,0.5 to 1 km ,,For both access and egress trips ,,,Metro card ,0,Very high crowding - All seats AND most standing space occupied ,Female,,,Metro ,26-35 yrs ,Graduate,Employed,"50,001 â€“ 1,00,000",0,0,0,0,0,10,-1,1,2,1,2,2,2,3,0,1,1,2,2,0
72,,910,910,0,parabola ,Krishna Rajendra Market (green line),Vajarahalli (green line),"Bajali layout, vajarahalli ",12.87415235,77.54009895,0.65,9,Home,Kr market ,12.96564535,77.57747245,1,16,Work,14:50:00,Metro ,20,Walk ,10,0.5 to 1 km ,6,Walk ,5,< 0.5 km ,,For egress trip only ,,,No ,30,Medium crowding - All seats AND 25-50% of standing space occupied ,Male,,,Metro ,46-60 yrs ,10th,Employed,"25,001 â€“ 50,000",0,2,0,0,0,10,-1,1,2,1,4,2,1,2,1,1,1,2,1,1
1944,,910,910,0,parabola ,Krishna Rajendra Market (green line),Vijayanagar (purple line),Near metro,,,,,Home,KR market ,12.96564535,77.57747245,1,16,Work,16:05:00,Metro ,25,Walk ,10,0.5 to 1 km ,7,Walk ,10,0.5 to 1 km ,,For neither access nor egress trips ,,,Metro card ,0,Medium crowding - All seats AND 25-50% of standing space occupied ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Employed,,0,1,0,0,"Yes, I own a bicycle or I will buy a bicycle, and use it if a safe bicycling path is available between my home and the metro station. .",15,2,1,2,1,1,2,2,4,0,1,1,2,2,1
1921,,900,912,12,rise,Krishna Rajendra Market (green line),Vajarahalli (green line),Reliance trends ,,,,,Work,Kr market flower mandi,12.96558118,77.57703496,0.85,12,Shopping,14:00:00,Metro ,20,Walk ,10,0.5 to 1 km ,8,Walk ,5,< 0.5 km ,,For neither access nor egress trips ,,,Metro card ,0,No crowding  - Most ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,26-35 yrs ,Trade,Employed,,0,1,0,0,"No, I will not use a bicycle. .",15,4,2,4,1,2,2,1,4,0,1,1,2,1,1
1938,,900,912,12,rise,Krishna Rajendra Market (green line),Doddakallasandra (green line),Raghunahalli,,,,,Work,Kr market flowers ,12.96558118,77.57703496,0.85,12,Shopping,15:45:00,Metro ,30,Walk ,15,0.5 to 1 km ,8,Walk ,10,0.5 to 1 km ,,For neither access nor egress trips ,,,Metro card ,35,High crowding - All seats AND 50-75% of standing space occupied ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,36-45 yrs ,10th,Daily,,0,0,0,0,"No, I will not use a bicycle. .",15,4,2,4,1,3,2,2,4,0,1,1,2,2,0
1910,,915,912,-3,fall,Krishna Rajendra Market (green line),Baiyappanahalli (purple line),Ramurthinagar ,,,,,Home,"Kr market, Bangalore medical college ",12.95851439,77.57495304,0.29,4,School,13:00:00,Metro ,60,Walk ,15,0.5 to 1 km ,8,Auto Rickshaw ,23,3 km to 3.5 km ,7,For egress trip only ,,,Metro card ,100,Medium crowding - All seats AND 25-50% of standing space occupied ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Student,,2,2,0,0,"Yes, I own a bicycle or I will buy a bicycle, and use it if a safe bicycling path is available between my home and the metro station. .",15,2,1,3,1,1,2,7,2,0,1,5,2,4,1
2431,,899,905,6,rise,Singayyanapalya (purple line),Pattandur Agrahara (purple line),ITPL,,,,,Work,"KR purum,near railway station ",13.00037073,77.68086501,1.4,19,Home,10:30:00,Metro ,20,Walk ,10,0.5 to 1 km ,2,Walk ,5,< 0.5 km ,,For neither access nor egress trips ,,,Metro card ,0,No crowding  - 25-50% of seats occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Employed,"25,001 â€“ 50,000",0,0,0,0,"No, I will not use a bicycle. .",15,4,2,1,1,1,2,1,4,1,1,1,2,1,0
2236,,892,901,9,rise,Kundalahalli (purple line),Whitefield - Kadugodi (purple line),Whitefield ,,,,,Home,Kundanahalli ,12.97237276,77.72027302,1.1,16,Work,15:15:00,Metro ,20,Walk ,10,0.5 to 1 km ,2,Walk ,5,< 0.5 km ,,For neither access nor egress trips ,,,Metro card ,0,No crowding  - 25-50% of seats occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Employed,"25,001 â€“ 50,000",0,0,0,0,"No, I will not use a bicycle. .",15,4,1,2,1,1,2,1,4,1,1,1,2,1,0
2097,,911,916,5,rise,Lalbagh (green line),Vijayanagar (purple line), temple near attigupe ,,,,,Home,Lalbagh garden ,12.95245974,77.58285784,0.85,12,Social,16:45:00,Metro ,30,Walk ,10,0.5 to 1 km ,8,Walk ,10,0.5 to 1 km ,,For both access and egress trips ,,,Metro card ,0,High crowding - All seats AND 50-75% of standing space occupied ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Postgraduate,Employed,"25,001 â€“ 50,000",0,0,0,0,"Yes, I own a bicycle or I will buy a bicycle, and use it if a safe bicycling path is available between my home and the metro station. .",15,2,1,6,1,1,2,2,3,0,1,1,2,2,0
268,,894,917,23,rise,Lalbagh (green line),Konanakunte Cross (green line),Forum mall,12.88802514,77.5630454,0.45,6,Work,Lalbagh ksrtc quarters ,12.95227871,77.60103701,3,12,Home,09:12:00,Metro ,30,Auto Rickshaw ,5,0.5 to 1 km ,3,Auto Rickshaw ,5,1.5 km to 2 km ,3,For both access and egress trips ,,,Metro card ,100,No crowding  - Most ,Male,,,Metro ,18-25 yrs ,12th,Employed,"50,001 â€“ 1,00,000",0,0,0,0,0,10,-1,2,1,1,1,2,4,3,1,5,5,2,3,0
411,,878,869,-9,fall,Magadi Road (purple line),Yelachenahalli (green line),"Yelchenahalli,metro wholesale ",,,,,Work,"Magadi road ,near GT global mall",12.9738223,77.55158394,0.5,7,Home,08:45:00,Metro ,55,Walk ,10,0.5 to 1 km ,5,Walk ,10,0.5 to 1 km ,,For both access and egress trips ,,,Metro card ,0,High crowding - All seats AND 50-75% of standing space occupied ,Female,,,Metro ,26-35 yrs ,Trade,Employed,"25,001 â€“ 50,000",0,1,0,0,0,10,-1,2,1,1,2,2,2,3,0,1,1,2,2,1
2319,,884,869,-15,fall,Magadi Road (purple line),Baiyappanahalli (purple line),"Marathalli,ecospace",,,,,Work,"Magadi road,anjaan cinemas",12.97567407,77.55904103,0.4,5,Home,15:00:00,Metro + Bus ,120,Walk ,20,0.5 to 1 km ,9,Walk ,5,< 0.5 km ,,For neither access nor egress trips ,5,5,Metro card ,25,Low crowding - All seats AND up to 25% of standing space occupied ,Male,,I will use same mode as reported for this trip ,I was not making this trip earlier ,18-25 yrs ,Graduate,Employed,"10,001 â€“ 25,000",0,1,0,0,"No, I will not use a bicycle. .",15,4,2,1,3,1,2,1,4,1,1,1,2,1,1
2289,,909,923,14,rise,Mahalakshmi (green line),National College (green line),Bharathi nursing home ,,,,,Home,Mahalaxmi layout ,13.01450442,77.5506532,0.9,13,Work,12:40:00,Metro + Bus ,45,Walk ,5,0.5 to 1 km ,7,Walk ,5,< 0.5 km ,,For neither access nor egress trips ,3,5,Metro card ,0,No crowding  - Most ,Female,Yes ,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,36-45 yrs ,Trade,Unemployed,,1,1,1,0,"No, I will not use a bicycle. .",15,4,1,2,3,3,2,1,4,0,1,1,2,1,1
2181,,817,805,-12,fall,Rajarajeshwari Nagar (purple line),Cubbon Park (purple line),Prestige nebula,,,,,Work,"Maheswari hostel, rajarajeshwari nagar ",12.93006705,77.51563685,0.9,12,Home,08:45:00,Metro ,50,Walk ,10,0.5 to 1 km ,1,Walk ,5,< 0.5 km ,,For neither access nor egress trips ,,,Metro card ,0,Medium crowding - All seats AND 25-50% of standing space occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Postgraduate,Student,"<=10,000",0,0,0,0,"No, I will not use a bicycle. .",15,4,2,1,1,1,2,1,4,1,1,1,2,1,0
1290,,911,901,-2,flat,"Nadaprabhu Kempegowda Station, Majestic (green/purple line)",South End Circle (green line),Siddapura lalbhag west gate,,,,,Home,Majestic railway station ,12.97577396,77.57105176,0.45,7,Work,14:45:00,Metro ,30,Walk ,8,0.5 to 1 km ,5,Walk ,20,2 km to 2.5 km ,,For neither access nor egress trips ,,,Metro card ,0,High crowding - All seats AND 50-75% of standing space occupied ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Employed,,0,1,0,0,"No, I will not use a bicycle. .",5,4,1,2,1,1,2,5,4,0,1,1,2,4,1
1854,,912,900,-12,fall,Krantivira Sangolli Rayanna Railway Station (purple line),Vijayanagar (purple line),"Near water tank , Vijaynagar",,,,,Friend,Majestic railway station ,12.97577396,77.57105176,1.2,17,Shopping,08:45:00,Metro ,35,Walk ,5,0.5 to 1 km ,3,Walk ,8,0.5 to 1 km ,,For neither access nor egress trips ,,,Metro card ,0,No crowding  - 25-50% of seats occupied ,Male,,I will use same mode as reported for this trip ,I was not making this trip earlier ,26-35 yrs ,Graduate,Employed,"50,001 â€“ 1,00,000",0,0,0,0,Not Applicable - because neither ends of my trip is home. .,15,3,7,4,1,2,2,2,4,1,1,1,2,2,0
1135,,911,901,-2,flat,"Nadaprabhu Kempegowda Station, Majestic (green/purple line)",Kengeri Bus Terminal (purple line),"Parishrama punarvarsathi Kendra,kengri railway station ",,,,,Social,Majestic railway station (from raichur through train),12.97577396,77.57105176,0.45,7,Friend,12:01:00,Metro ,90,Walk ,10,0.5 to 1 km ,15,Walk ,5,< 0.5 km ,,For egress trip only ,,,No ,35,Medium crowding - All seats AND 25-50% of standing space occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,26-35 yrs ,10th,Business,"10,001 â€“ 25,000",0,2,3,1,"No, I will not use a bicycle. .",10,4,6,7,1,2,2,1,2,1,1,1,2,1,1
1089,,911,901,-2,flat,Majestic ,,Vidhansoudha MS building ,,,,,Friend,Majestic train station ,12.97577396,77.57105176,0.45,7,Other,15:45:00,Metro ,20,Walk ,10,0.5 to 1 km ,5,Walk ,5,1 km to 1.5 km ,,For neither access nor egress trips ,,,No ,42,Medium crowding - All seats AND 25-50% of standing space occupied ,Male,,,Metro ,36-45 yrs ,10th,Business,"50,001 â€“ 1,00,000",0,0,0,0,0,10,-1,7,8,1,3,2,3,4,1,1,1,2,3,0
1734,,931,917,-14,fall,Srirampura (green line),National College (green line),BIT,,,,,School,Maleeshwaram,12.99993703,77.56939483,1,13,Home,10:00:00,Metro ,25,Walk ,7,0.5 to 1 km ,6,Walk ,7,0.5 to 1 km ,,For neither access nor egress trips ,,,Metro card ,0,High crowding - All seats AND 50-75% of standing space occupied ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Student,,2,2,1,0,"Yes, I own a bicycle or I will buy a bicycle, and use it if a safe bicycling path is available between my home and the metro station. .",5,2,3,1,1,1,2,2,4,0,1,1,2,2,1
2112,,909,897,-12,fall,Mantri Square Sampige Road (green line),Cubbon Park (purple line),Cubbon park ,,,,,Other,"Malleshwaram, albek ",12.99424092,77.57254415,0.6,8,Home,09:45:00,Metro ,30,Drove and parked a two-Wheeler ,5,0.5 to 1 km ,7,Walk ,5,< 0.5 km ,,For access trip only ,,,Metro card ,0,No crowding  - Most ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,26-35 yrs ,Graduate,Employed,>2 Lakhs,1,1,1,0,"Yes, I own a bicycle or I will buy a bicycle, and use it if a safe bicycling path is available between my home and the metro station. .",15,2,8,1,1,2,2,1,1,0,3,1,2,1,1
506,,910,897,-11,fall,Mantri Square Sampige Road (green line),Baiyappanahalli (purple line),RMz infinity ,,,,,Work,"Malleshwaram,dreams salon",13.00099026,77.57424496,1.5,20,Home,14:30:00,Metro ,60,Walk ,17,0.5 to 1 km ,6,Walk ,20,0.5 to 1 km ,,For both access and egress trips ,,,Metro card ,0,Medium crowding - All seats AND 25-50% of standing space occupied ,Female,,,Metro ,18-25 yrs ,Graduate,Employed,"25,001 â€“ 50,000",3,2,1,0,0,10,-1,2,1,1,1,2,2,3,0,1,1,2,2,1
2056,,915,897,-17,fall,Mantri Square Sampige Road (green line),Kengeri (purple line),Kengere ,,,,,Friend,"Malleswaram, 8th cross",12.99906508,77.57242537,1.2,16,Home,09:00:00,Metro ,30,Walk ,10,0.5 to 1 km ,5,Auto Rickshaw ,5,2 km to 2.5 km ,5,For neither access nor egress trips ,,,No ,40,Medium crowding - All seats AND 25-50% of standing space occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Student,"50,001 â€“ 1,00,000",1,1,0,0,"Yes, I own a bicycle or I will buy a bicycle, and use it under current travel conditions between my home and the metro station. .",15,1,7,1,1,1,2,5,4,1,1,5,2,4,1
224,,916,916,0,flat,Sandal Soap Factory (green line),Konanakunte Cross (green line),"Koran kontencross,falcon city",12.8856092,77.56461449,0.65,9,Home,Manipal hospital ,13.01414313,77.55630555,0.65,10,Other,15:45:00,Metro ,50,Walk ,10,0.5 to 1 km ,3,Walk ,10,0.5 to 1 km ,,For neither access nor egress trips ,,,Metro card ,0,High crowding - All seats AND 50-75% of standing space occupied ,Male,,,Metro ,> 60 yrs ,Postgraduate,Unemployed,>2 Lakhs,2,0,0,0,0,10,-1,1,8,1,5,2,2,4,1,1,1,2,2,1
1655,,903,903,0,flat,Mahakavi Kuvempu Road (green line),Chickpet (green line),"Chickpete ,sudharshan silks",,,,,Shopping,Manjushri medicals ,12.99876805,77.55520211,0.2,3,Home,12:30:00,Metro ,20,Walk ,10,0.5 to 1 km ,8,Walk ,15,0.5 to 1 km ,,For neither access nor egress trips ,,,No ,36,No crowding  - 50-75% of seats occupied ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Trade,Unemployed,,1,2,0,0,"No, I will not use a bicycle. .",5,4,4,1,1,1,2,2,4,0,1,1,2,2,1
