,Unnamed: 0,M_ORIGIN,M_DESTINATION,D_LANDMARK,D_TYPE,O_LANDMARK,O_TYPE,START_TIME,TRIP_SEQUENCE,TOTAL_TIME,ACCESS_MODE,ACCESS_TIME,ACCESS_DISTANCE,WT_FS,EGRESS_MODE,EGRESS_TIME,EGRESS_DISTANCE,WT_FIS,BICYCLE_USE,TRANSFER_TIME,WAITING_TIME_SECOND_STOP,PASS,TOTAL_COST,CROWDING,GENDER,S_1,S_2,S_3,AGE,EDUCATION,OCCUPATION,INCOME,CARS,TWO_WHEELER,N_BICYCLES,OTHERS,PARKING,PARK_RENT,PARK,DESTINATION,ORIGIN,TRIP,AGE_C,ACCESS_DIS,EGRESS_DIS,RENT_BICYCLE,MALE,ACCESS_M,EGRESS_M,ACCESS_DIS_B,EGRESS_DIS_B
200,200,"Sri Balagangadharanatha Swamiji Station, Hosahalli (purple line)",Jayanagar (green line),"Jaynagar,4th block ",Work,"Nagarbhavi, malagala",Home,15:38:00,Metro ,50,Two-Wheeler ,10,3 km to 3.5 km ,8,Walk ,10,0.5 to 1 km ,,For access trip only ,,,Metro card ,0,No crowding  - 25-50% of seats occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Trade,Employed,,2.0,1,0,0,"Yes, I own a bicycle or I will buy a bicycle, and use it under current travel conditions between my home and the metro station. .",5,1,2,1,1,1,7,2,1,1,3,1,4,2
201,201,"Sri Balagangadharanatha Swamiji Station, Hosahalli (purple line)",Krishna Rajendra Market (green line),"JC road,Minerva circle ",Work,Hosahalli metro station ,Work,15:30:00,Metro ,60,Walk ,15,1 km to 1.5 km ,7,Walk ,15,1 km to 1.5 km ,,For both access and egress trips ,,,No ,20,Low crowding - All seats AND up to 25% of standing space occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,26-35 yrs ,Graduate,Employed,,0.0,1,1,0,"Yes, I own a bicycle or I will buy a bicycle, and use it under current travel conditions between my home and the metro station. .",5,1,2,2,1,2,3,3,3,1,1,1,3,3
202,202,National College (green line),Dasarahalli (green line),Dasrahalli general store,Other,BIT college ,Other,15:30:00,Metro + Bus ,60,Walk ,7,0.5 to 1 km ,4,Walk ,10,0.5 to 1 km ,,For egress trip only ,6.0,5.0,Metro card ,0,Medium crowding - All seats AND 25-50% of standing space occupied ,Female,Yes ,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Employed,"25,001 – 50,000",0.0,2,1,0,"Yes, I own a bicycle or I will buy a bicycle, and use it if a safe bicycling path is available between my home and the metro station. .",5,2,8,8,3,1,2,2,2,0,1,1,2,2
203,203,National College (green line),Goraguntepalya (green line),"Badrappa layout,",Home,Vasvi road,School,15:30:00,Metro + Bus ,75,Walk ,5,< 0.5 km ,9,Walk ,10,1 km to 1.5 km ,,For egress trip only ,3.0,2.0,No ,70,Medium crowding - All seats AND 25-50% of standing space occupied ,Female,Yes ,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Student,,1.0,1,1,0,"Yes, I own a bicycle or I will buy a bicycle, and use it if a safe bicycling path is available between my home and the metro station. .",5,2,1,3,3,1,1,3,2,0,1,1,1,3
204,204,"Sri Balagangadharanatha Swamiji Station, Hosahalli (purple line)",Cubbon Park (purple line),Cubben park ,Other,Near Shobha hospital ,Home,15:45:00,Metro ,25,Two-Wheeler ,5,1 km to 1.5 km ,8,Walk ,5,< 0.5 km ,,For neither access nor egress trips ,,,Metro card ,0,No crowding  - 25-50% of seats occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,46-60 yrs ,Graduate,Business,"1,00,001 – 2,00,000",1.0,1,1,0,"Yes, I own a bicycle or I will buy a bicycle, and use it under current travel conditions between my home and the metro station. .",5,1,8,1,1,4,3,1,4,1,3,1,3,1
205,205,"Sri Balagangadharanatha Swamiji Station, Hosahalli (purple line)",Srirampura (green line),"Sahakara soudha , Dr office, Malleshwaram ",Work,Mythri hospital ,Work,15:45:00,Metro ,30,Walk ,5,< 0.5 km ,9,Walk ,15,0.5 to 1 km ,,For both access and egress trips ,,,No ,19,Medium crowding - All seats AND 25-50% of standing space occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Employed,"10,001 – 25,000",0.0,1,0,0,Not Applicable - because neither ends of my trip is home. .,5,3,2,2,1,1,1,2,3,1,1,1,1,2
206,206,"Sri Balagangadharanatha Swamiji Station, Hosahalli (purple line)",Mahatma Gandhi Road (purple line),St Joseph's College ,School,"Rajajinagar, mahaganapati nagar",Home,16:02:00,Metro ,40,Auto Rickshaw ,8,1.5 km to 2 km ,8,Walk ,10,< 0.5 km ,,For neither access nor egress trips ,,,Metro card ,0,No crowding  - 25-50% of seats occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,10th,Student,"25,001 – 50,000",0.0,1,0,0,"No, I will not use a bicycle. .",5,4,3,1,1,1,4,1,4,1,5,1,3,1
207,207,"Sri Balagangadharanatha Swamiji Station, Hosahalli (purple line)",Baiyappanahalli (purple line),Bangarpette bus stop(local train),Home,"Hosahalli,Bda complex",Friend,15:55:00,Metro ,45,Two-Wheeler ,15,3.5 km to 4 km ,7,Walk ,5,< 0.5 km ,,For access trip only ,,,Metro card ,0,Low crowding - All seats AND up to 25% of standing space occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Employed,"<=10,000",0.0,1,1,0,"No, I will not use a bicycle. .",5,4,1,7,1,1,8,1,1,1,3,1,4,1
208,208,Jayanagar (green line),"Sir.M.Visvesvaraya Stn., Central College (purple line)",Cubbonpete,Home,Jayanagar jain college ,School,16:00:00,Metro ,40,Auto Rickshaw ,5,3 km to 3.5 km ,6,Walk ,7,0.5 to 1 km ,,For both access and egress trips ,,,Metro card ,40,Medium crowding - All seats AND 25-50% of standing space occupied ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,12th,Student,,1.0,1,1,0,"Yes, I own a bicycle or I will buy a bicycle, and use it if a safe bicycling path is available between my home and the metro station. .",5,2,1,3,1,1,7,2,3,0,5,1,4,2
209,209,Jayanagar (green line),Yeshwanthpur (green line),Mattikere,Other,"Jaynagar,Rajiv Gandhi University ",Other,15:00:00,Metro + Bus ,45,Auto Rickshaw ,10,1 km to 1.5 km ,9,Walk ,2,< 0.5 km ,,For both access and egress trips ,3.0,3.0,Metro card ,50,Medium crowding - All seats AND 25-50% of standing space occupied ,Female,Not eligible ,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,26-35 yrs ,Graduate,Employed,>2 Lakhs,0.0,0,0,0,"Yes, I own a bicycle or I will buy a bicycle, and use it if a safe bicycling path is available between my home and the metro station. .",5,2,8,8,3,2,3,1,3,0,5,1,3,1
210,210,"Sri Balagangadharanatha Swamiji Station, Hosahalli (purple line)",Baiyappanahalli (purple line),"Hudi, Whitefield ",Home,"Rajajinagar, near carmul school ",Work,16:10:00,Metro + Bus ,90,Two-Wheeler ,10,2 km to 2.5 km ,8,Walk ,30,1.5 km to 2 km ,,For both access and egress trips ,5.0,1.0,No ,50,Low crowding - All seats AND up to 25% of standing space occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,36-45 yrs ,Trade,Employed,,0.0,1,0,0,"No, I will not use a bicycle. .",5,4,1,2,3,3,5,4,3,1,3,1,4,3
211,211,Jayanagar (green line),Halasuru (purple line),Jogu palya,Home,Tilak nagar,Other,16:15:00,Metro ,35,Two-Wheeler ,5,2 km to 2.5 km ,5,Walk ,7,0.5 to 1 km ,,For both access and egress trips ,,,No ,70,Medium crowding - All seats AND 25-50% of standing space occupied ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Postgraduate,Student,,0.0,4,0,0,"Yes, I own a bicycle or I will buy a bicycle, and use it if a safe bicycling path is available between my home and the metro station. .",5,2,1,8,1,1,5,2,3,0,3,1,4,2
212,212,"Sri Balagangadharanatha Swamiji Station, Hosahalli (purple line)",Baiyappanahalli (purple line),"Kaggadasapura,cult fitness ",Home,"JP Nagar,",Friend,15:45:00,Metro ,40,Walk ,5,< 0.5 km ,7,Two-Wheeler ,10,3.5 km to 4 km ,,For both access and egress trips ,,,No ,50,Medium crowding - All seats AND 25-50% of standing space occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Student,"10,001 – 25,000",0.0,1,1,0,"No, I will not use a bicycle. .",5,4,1,7,1,1,1,8,3,1,1,3,1,4
213,213,"Sri Balagangadharanatha Swamiji Station, Hosahalli (purple line)","Nadaprabhu Kempegowda Station, Majestic (green/purple line)",Majestic ,Friend,Vijaynagar,Work,16:20:00,Metro ,20,Two-Wheeler ,3,0.5 to 1 km ,8,Walk ,20,1.5 km to 2 km ,,For neither access nor egress trips ,,,No ,15,No crowding  - Most ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,26-35 yrs ,Graduate,Employed,,0.0,0,0,0,"No, I will not use a bicycle. .",5,4,7,2,1,2,2,4,4,1,3,1,2,3
214,214,Mysore Road (purple line),Baiyappanahalli (purple line),"Oodi, mahadevpura, near Phoenix mall",Home,"Kengeri bus stop, near kengeri ring road",Shopping,15:30:00,Metro + Bus ,120,Office cab,45,> 5 km ,3,Walk ,2,< 0.5 km ,,For neither access nor egress trips ,2.0,7.0,No ,20,No crowding  - Most ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,26-35 yrs ,10th,Employed,"25,001 – 50,000",0.0,1,0,0,"Yes, I own a bicycle or I will buy a bicycle, and use it under current travel conditions between my home and the metro station. .",5,1,1,4,3,2,11,1,4,1,10,1,5,1
215,215,"Sri Balagangadharanatha Swamiji Station, Hosahalli (purple line)",Cubbon Park (purple line),Near chinnaswamy stadium ,Home,Dr AIT,School,16:10:00,Metro ,45,Dropped-off by friends/others ,15,> 5 km ,8,Walk ,10,0.5 to 1 km ,,For both access and egress trips ,,,Metro card ,0,No crowding  - Most ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Student,,2.0,0,1,0,"Yes, I own a bicycle or I will buy a bicycle, and use it under current travel conditions between my home and the metro station. .",5,1,1,3,1,1,11,2,3,1,8,1,5,2
216,216,"Sri Balagangadharanatha Swamiji Station, Hosahalli (purple line)","Nadaprabhu Kempegowda Station, Majestic (green/purple line)","Gubbi thotadappa, near railway station ",Friend,Near hosahalli metro station ,Home,16:45:00,Metro ,20,Walk ,5,< 0.5 km ,6,Walk ,5,< 0.5 km ,,For neither access nor egress trips ,,,No ,15,No crowding  - 50-75% of seats occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Student,,0.0,0,0,0,"No, I will not use a bicycle. .",5,4,7,1,1,1,1,1,4,1,1,1,1,1
217,217,"Sri Balagangadharanatha Swamiji Station, Hosahalli (purple line)",Vajarahalli (green line),Vajarahalli near metro station ,Home,"Demart, near hosahalli metro station ",Shopping,16:46:00,Metro ,40,Walk ,5,< 0.5 km ,6,Walk ,5,< 0.5 km ,,For egress trip only ,,,Metro card ,0,No crowding  - Most ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Postgraduate,Student,,0.0,1,0,0,"Yes, I own a bicycle or I will buy a bicycle, and use it under current travel conditions between my home and the metro station. .",5,1,1,4,1,1,1,1,2,1,1,1,1,1
218,218,"Sri Balagangadharanatha Swamiji Station, Hosahalli (purple line)",Swami Vivekananda Road (purple line),Near Swamy Vivekananda metro station ,Work,"Basveshwar nagar, HP gas agency ",Home,16:30:00,Bus + Metro ,60,Walk ,5,< 0.5 km ,20,Walk ,5,< 0.5 km ,,For neither access nor egress trips ,5.0,6.0,Metro card ,15,No crowding  - Most ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Employed,,1.0,0,0,0,"No, I will not use a bicycle. .",5,4,2,1,2,1,1,1,4,1,1,1,1,1
219,219,Baiyappanahalli (purple line),Silk Institute (green line),"Thalagatpura, Nandi Toyota showroom",Home,"Whitefield, brigade tech gardens ",Work,15:40:00,"Bus1, Bus2, Metro",90,Walk ,5,< 0.5 km ,5,Walk ,10,0.5 to 1 km ,,For neither access nor egress trips ,5.0,3.0,No ,45,No crowding  - Most ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,36-45 yrs ,Graduate,Employed,"25,001 – 50,000",0.0,1,0,0,"No, I will not use a bicycle. .",5,4,1,2,0,3,1,2,4,1,1,1,1,2
220,220,"Sri Balagangadharanatha Swamiji Station, Hosahalli (purple line)",Jayaprakash Nagar (green line),"Puttenahalli, JP nagar 7th phase",Home,NCG compitative institution ,School,17:15:00,Metro ,40,Walk ,10,0.5 to 1 km ,5,Walk ,10,0.5 to 1 km ,,For both access and egress trips ,,,Metro card ,0,No crowding  - Most ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Student,,0.0,1,0,0,"Yes, I own a bicycle or I will buy a bicycle, and use it under current travel conditions between my home and the metro station. .",5,1,1,3,1,1,2,2,3,1,1,1,2,2
221,221,Baiyappanahalli (purple line),"Sri Balagangadharanatha Swamiji Station, Hosahalli (purple line)","Pipeline, 5 minutes from hosahalli metro station ",Work,"Baiyapanahalli,  5 minutes from metro station ",Home,17:00:00,Metro ,40,Walk ,15,0.5 to 1 km ,3,Walk ,5,0.5 to 1 km ,,For neither access nor egress trips ,,,Metro card ,0,No crowding  - Most ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,26-35 yrs ,Trade,Employed,"1,00,001 – 2,00,000",1.0,1,0,0,"No, I will not use a bicycle. .",5,4,2,1,1,2,2,2,4,1,1,1,2,2
222,222,"Sir.M.Visvesvaraya Stn., Central College (purple line)",Mysore Road (purple line),"Kenchinpura cross, near hp petrol bunk",Home,"Medical college,  near high court",Social,17:33:00,Metro + Bus ,45,Walk ,10,1 km to 1.5 km ,5,Walk ,5,0.5 to 1 km ,,For neither access nor egress trips ,2.0,5.0,No ,52,Medium crowding - All seats AND 25-50% of standing space occupied ,Male,,I will use same mode as reported for this trip ,Two-Wheeler - from origin to destiantion ,26-35 yrs ,10th,Employed,"50,001 – 1,00,000",0.0,2,0,0,"No, I will not use a bicycle. .",5,4,1,6,3,2,3,2,4,1,1,1,3,2
223,223,"Sri Balagangadharanatha Swamiji Station, Hosahalli (purple line)",Krantivira Sangolli Rayanna Railway Station (purple line),Railway station ,Friend,"Vijaynagar, SKAMC",Home,17:44:00,Metro ,10,Walk ,5,< 0.5 km ,6,Walk ,2,< 0.5 km ,,For neither access nor egress trips ,,,Metro card ,0,Medium crowding - All seats AND 25-50% of standing space occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Student,,1.0,1,1,0,"Yes, I own a bicycle or I will buy a bicycle, and use it under current travel conditions between my home and the metro station. .",5,1,7,1,1,1,1,1,4,1,1,1,1,1
224,224,Mysore Road (purple line),Baiyappanahalli (purple line),"Whitefield, ITPL",Home,PES college ,School,17:30:00,Bus1 + Metro + Bus2 ,90,Walk ,2,< 0.5 km ,2,Walk ,5,< 0.5 km ,,For neither access nor egress trips ,5.0,5.0,Oridinary Day Pass ,0,No crowding  - Most ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Student,,0.0,1,1,0,"No, I will not use a bicycle. .",5,4,1,3,4,1,1,1,4,1,1,1,1,1
225,225,Jayanagar (green line),Indiranagar (purple line),Leela palace near,Home,"Technologies, jaynagar ",School,17:30:00,Metro + Bus ,75,Walk ,10,0.5 to 1 km ,6,Walk ,5,< 0.5 km ,,For both access and egress trips ,5.0,5.0,Metro card ,5,No crowding  - 50-75% of seats occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Student,,0.0,1,0,0,"No, I will not use a bicycle. .",5,4,1,3,3,1,2,1,3,1,1,1,2,1
226,226,Baiyappanahalli (purple line),Rajarajeshwari Nagar (purple line),"RR nagar, chansandra",Home,Narsapura,Work,17:10:00,Metro ,150,Company bus,70,> 5 km ,5,Two-Wheeler ,20,> 5 km ,,For neither access nor egress trips ,,,Metro card ,0,Low crowding - All seats AND up to 25% of standing space occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,46-60 yrs ,Graduate,Employed,,1.0,1,1,0,"No, I will not use a bicycle. .",5,4,1,2,1,4,11,11,4,1,9,3,5,5
227,227,Mahatma Gandhi Road (purple line),National College (green line),Near National college metro station ,Home,Near MG road ,Work,18:30:00,Metro ,30,Walk ,2,< 0.5 km ,6,Walk ,5,< 0.5 km ,,For neither access nor egress trips ,,,Metro card ,0,High crowding - All seats AND 50-75% of standing space occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Employed,,0.0,1,0,0,"No, I will not use a bicycle. .",5,4,1,2,1,1,1,1,4,1,1,1,1,1
228,228,Mahalakshmi (green line),Baiyappanahalli (purple line),"Nagavarpalya, 1km from baiyapanahalli ",Other,"Mahalakshmi,  near panchamukhi ganesha temple ",Home,18:00:00,Metro ,60,Walk ,5,0.5 to 1 km ,5,Walk ,15,1.5 km to 2 km ,,For egress trip only ,,,Metro card ,0,No crowding  - Most ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,26-35 yrs ,Graduate,Employed,"50,001 – 1,00,000",1.0,0,0,0,"No, I will not use a bicycle. .",5,4,8,1,1,2,2,4,2,1,1,1,2,3
229,229,Mahatma Gandhi Road (purple line),Rajajinagar (green line),"Basveshwar nagar, near netaji ground ",Home,"MG road, brigade tower",Work,18:45:00,Metro ,60,Walk ,15,0.5 to 1 km ,6,Walk ,30,2 km to 2.5 km ,,For egress trip only ,,,Metro card ,0,High crowding - All seats AND 50-75% of standing space occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Employed,"25,001 – 50,000",0.0,0,1,0,"Yes, I own a bicycle or I will buy a bicycle, and use it under current travel conditions between my home and the metro station. .",5,1,1,2,1,1,2,5,2,1,1,1,2,4
230,230,"Nadaprabhu Kempegowda Station, Majestic (green/purple line)",Rajajinagar (green line),"Kurubarahalli, rajkumar statue ",Home,"Marathalli , near New horizon college ",Work,17:30:00,Metro + Bus ,150,Company cab ,120,> 5 km ,5,Walk ,5,< 0.5 km ,,For neither access nor egress trips ,5.0,15.0,Ordinary Weekly Pass ,17,Very high crowding - All seats AND most standing space occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Employed,,0.0,1,0,0,"No, I will not use a bicycle. .",5,4,1,2,3,1,11,1,4,1,10,1,5,1
231,231,Baiyappanahalli (purple line),Nagasandra (green line),"Bangalore international exhibition center, madavara",Home,"Mahadevpura,  bagmane tech park",Work,18:00:00,"Bus1, Bus2, Metro",150,Walk ,10,< 0.5 km ,10,Two-Wheeler ,20,> 5 km ,,For egress trip only ,1.0,5.0,No ,50,High crowding - All seats AND 50-75% of standing space occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,26-35 yrs ,Graduate,Employed,"50,001 – 1,00,000",0.0,1,0,0,"Yes, I own a bicycle or I will buy a bicycle, and use it under current travel conditions between my home and the metro station. .",5,1,1,2,0,2,1,11,2,1,1,3,1,5
232,232,Rashtreeya Vidyalaya Road (green line),Nagasandra (green line),Arshinakuntte,Home,"Jaynagar, Shalini ground near",Work,19:15:00,Metro + Bus ,90,Walk ,10,0.5 to 1 km ,1,Walk ,5,< 0.5 km ,,For access trip only ,5.0,5.0,Metro card ,20,High crowding - All seats AND 50-75% of standing space occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,36-45 yrs ,Trade,Employed,,0.0,1,0,0,"No, I will not use a bicycle. .",5,4,1,2,3,3,2,1,1,1,1,1,2,1
233,233,Srirampura (green line),Baiyappanahalli (purple line),Tin factory ,Work,Malleshwaram market,Home,08:30:00,Bus1 + Metro + Bus2 ,60,Walk ,5,< 0.5 km ,5,Walk ,2,< 0.5 km ,,For both access and egress trips ,5.0,5.0,Metro card ,20,High crowding - All seats AND 50-75% of standing space occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,26-35 yrs ,Graduate,Employed,"25,001 – 50,000",0.0,1,0,0,"Yes, I own a bicycle or I will buy a bicycle, and use it if a safe bicycling path is available between my home and the metro station. .",5,2,2,1,4,2,1,1,3,1,1,1,1,1
234,234,Srirampura (green line),Mahatma Gandhi Road (purple line),"RMZ pinaca, MG ROAD",Work,"Srirampura,  near panchamukhi appartment ",Home,09:20:00,Metro ,45,Walk ,10,0.5 to 1 km ,5,Walk ,5,0.5 to 1 km ,,For both access and egress trips ,,,Metro card ,0,Very high crowding - All seats AND most standing space occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,26-35 yrs ,Graduate,Employed,,0.0,0,0,0,"Yes, I own a bicycle or I will buy a bicycle, and use it under current travel conditions between my home and the metro station. .",5,1,2,1,1,2,2,2,3,1,1,1,2,2
235,235,Srirampura (green line),Mahatma Gandhi Road (purple line),"RMZ pinaca, mg road ",Work,"Panchmukhi appartment, srirampura ",Home,08:30:00,Metro ,45,Walk ,10,0.5 to 1 km ,5,Walk ,10,0.5 to 1 km ,,For both access and egress trips ,,,Metro card ,0,Very high crowding - All seats AND most standing space occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,26-35 yrs ,Graduate,Employed,,0.0,0,0,0,"Yes, I own a bicycle or I will buy a bicycle, and use it under current travel conditions between my home and the metro station. .",5,1,2,1,1,2,2,2,3,1,1,1,2,2
236,236,Rajarajeshwari Nagar (purple line),Baiyappanahalli (purple line),"ITPL, whitefield ",Work,"Rajarajeshwari, beml road",Home,08:30:00,"Metro1,bus1,metro 2",90,Car ,10,2.5 km to 3 km ,1,Walk ,3,< 0.5 km ,,For access trip only ,2.0,5.0,Metro card ,20,Very high crowding - All seats AND most standing space occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,36-45 yrs ,Postgraduate,Employed,,2.0,2,1,0,"Yes, I own a bicycle or I will buy a bicycle, and use it under current travel conditions between my home and the metro station. .",5,1,2,1,0,3,6,1,1,1,4,1,4,1
237,237,Baiyappanahalli (purple line),Chickpet (green line),Chikpett ,Shopping,Baiyappanahalli railway station (Bangarpete),Other,09:25:00,Metro ,40,Walk ,3,< 0.5 km ,2,Walk ,5,< 0.5 km ,,For neither access nor egress trips ,,,Metro card ,0,Medium crowding - All seats AND 25-50% of standing space occupied ,Male,,I will use same mode as reported for this trip ,I was not making this trip earlier ,26-35 yrs ,Graduate,Business,,0.0,0,0,0,"No, I will not use a bicycle. .",5,4,4,8,1,2,1,1,4,1,1,1,1,1
238,238,Rajajinagar (green line),Kengeri Bus Terminal (purple line),Mylsandra gate ,Work,"Subramanya police station, Rajajinagar ",Home,09:00:00,Metro ,60,Walk ,10,0.5 to 1 km ,5,Car ,20,4.5 km to 5 km ,,For both access and egress trips ,,,Metro card ,0,High crowding - All seats AND 50-75% of standing space occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Employed,"50,001 – 1,00,000",1.0,2,0,0,"Yes, I own a bicycle or I will buy a bicycle, and use it if a safe bicycling path is available between my home and the metro station. .",5,2,2,1,1,1,2,10,3,1,1,4,2,5
239,239,Trinity (purple line),Sandal Soap Factory (green line),"WTC, rajajinagar ",Work,"Victoria layout, Austin town",Home,09:35:00,Metro ,45,Walk ,8,0.5 to 1 km ,1,Walk ,2,< 0.5 km ,,For neither access nor egress trips ,,,Metro card ,0,No crowding  - Most ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,26-35 yrs ,Postgraduate,Employed,,0.0,1,0,0,"Yes, I own a bicycle or I will buy a bicycle, and use it if a safe bicycling path is available between my home and the metro station. .",5,2,2,1,1,2,2,1,4,1,1,1,2,1
240,240,Krantivira Sangolli Rayanna Railway Station (purple line),"Sri Balagangadharanatha Swamiji Station, Hosahalli (purple line)","Gagan party hall, hosahalli",Work,Krantivera sangolli rayanna railway station (tumkur),Other,09:40:00,Metro ,15,Walk ,5,< 0.5 km ,3,Walk ,4,< 0.5 km ,,For neither access nor egress trips ,,,No ,14,No crowding  - 50-75% of seats occupied ,Female,,I will use same mode as reported for this trip ,I was not making this trip earlier ,18-25 yrs ,Graduate,Student,,0.0,0,0,0,Not Applicable - because neither ends of my trip is home. .,5,3,2,8,1,1,1,1,4,0,1,1,1,1
241,241,"Sir.M.Visvesvaraya Stn., Central College (purple line)",Pattanagere (purple line),RV college ,School,Gandhi bazar near,Home,09:30:00,Metro ,45,Two-Wheeler ,5,1 km to 1.5 km ,3,Walk ,7,< 0.5 km ,,For neither access nor egress trips ,,,Metro card ,0,No crowding  - 25-50% of seats occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Student,,2.0,2,0,0,"No, I will not use a bicycle. .",5,4,3,1,1,1,3,1,4,1,3,1,3,1
242,242,Kengeri (purple line),Baiyappanahalli (purple line),Bagmane tech park,Work,Mysore(ksrtc),Home,08:00:00,Metro ,50,Walk ,5,< 0.5 km ,4,Auto Rickshaw ,5,2 km to 2.5 km ,5.0,For egress trip only ,,,Metro card ,30,No crowding  - Most ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,26-35 yrs ,Graduate,Employed,"50,001 – 1,00,000",0.0,2,1,0,"No, I will not use a bicycle. .",5,4,2,1,1,2,1,5,2,1,1,5,1,4
243,243,Kengeri (purple line),Jayanagar (green line),"Jayanagar,4th block,bda complex",Work,"Ramanagar,HP gas office, Vivekananda Nagar (ksrtc)",Home,09:15:00,Metro ,60,Walk ,2,< 0.5 km ,8,Walk ,10,0.5 to 1 km ,,For egress trip only ,,,Metro card ,50,Low crowding - All seats AND up to 25% of standing space occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,26-35 yrs ,Postgraduate,Business,"50,001 – 1,00,000",1.0,2,0,0,"No, I will not use a bicycle. .",5,4,2,1,1,2,1,2,2,1,1,1,1,2
244,244,Kengeri Bus Terminal (purple line),Attiguppe (purple line),Attigupe Metro station insight coaching center ,Work,(Mandya) kengeri bus terminal ,Other,10:15:00,Metro ,20,Walk ,5,< 0.5 km ,3,Walk ,3,< 0.5 km ,,For neither access nor egress trips ,,,No ,25,No crowding  - 25-50% of seats occupied ,Female,,I will use same mode as reported for this trip ,I was not making this trip earlier ,26-35 yrs ,Postgraduate,Student,,0.0,0,0,0,Not Applicable - because neither ends of my trip is home. .,5,3,2,8,1,2,1,1,4,0,1,1,1,1
245,245,Attiguppe (purple line),Yelachenahalli (green line),"Reverend technology, yelachenahalli",Other,"Attigupe, beside metro station ",Home,10:40:00,Metro ,80,Walk ,3,< 0.5 km ,3,Walk ,10,0.5 to 1 km ,,For neither access nor egress trips ,,,No ,42,No crowding  - Most ,Male,,I will use same mode as reported for this trip ,I was not making this trip earlier ,26-35 yrs ,Graduate,Employed,,0.0,0,0,0,"No, I will not use a bicycle. .",5,4,8,1,1,2,1,2,4,1,1,1,1,2
