ID,USE,ACCESS_TIME,ACCESS_DISTANCE,EGRESS_DISTANCE,EGRESS_TIME,ALT1,ALT2,ALT3,ALT4,WB,AGE,GENDER,UNO,SERO,VEHICLE
523,4,1.7999999999999998,0.36,0.72,3.5999999999999996,0,0,0,1,1,30.0,1,1,0,1
525,3,5.399999999999999,1.0799999999999998,0.8639999999999999,4.319999999999999,0,0,1,0,0,22.0,1,1,0,1
527,4,5.399999999999999,1.0799999999999998,0.72,3.5999999999999996,0,0,0,1,1,30.0,0,1,0,0
528,2,0.7199999999999999,0.144,0.72,3.5999999999999996,0,1,0,0,1,30.0,1,1,0,0
529,4,3.5999999999999996,0.72,0.36,1.7999999999999998,0,0,0,1,0,22.0,0,1,0,1
530,4,3.5999999999999996,0.72,1.0799999999999998,5.399999999999999,0,0,0,1,0,22.0,1,1,0,0
533,4,3.5999999999999996,0.72,0.36,1.7999999999999998,0,0,0,1,1,40.0,0,1,0,1
535,4,1.7999999999999998,0.36,0.72,3.5999999999999996,0,0,0,1,0,22.0,0,1,0,0
538,3,1.7999999999999998,0.36,2.67,13.35,0,0,1,0,0,22.0,1,1,0,0
540,4,5.399999999999999,1.0799999999999998,0.72,3.5999999999999996,0,0,0,1,1,30.0,1,1,0,1
542,4,1.7999999999999998,0.36,0.21599999999999997,1.0799999999999998,0,0,0,1,1,30.0,1,1,0,1
546,4,2.52,0.504,0.144,0.7199999999999999,0,0,0,1,1,30.0,0,1,0,1
548,2,3.5999999999999996,0.72,1.44,7.199999999999999,0,1,0,0,1,22.0,0,1,0,0
550,3,6.119999999999999,1.224,0.72,3.5999999999999996,0,0,1,0,1,30.0,0,1,0,1
551,4,1.7999999999999998,0.36,0.21599999999999997,1.0799999999999998,0,0,0,1,1,40.0,0,1,0,1
552,1,3.5999999999999996,0.72,0.72,3.5999999999999996,1,0,0,0,1,30.0,0,1,0,1
556,4,1.7999999999999998,0.36,0.144,0.7199999999999999,0,0,0,1,1,54.0,0,1,0,1
557,3,3.5999999999999996,0.72,1.0799999999999998,5.399999999999999,0,0,1,0,0,40.0,0,1,0,1
559,4,1.7999999999999998,0.36,0.36,1.7999999999999998,0,0,0,1,0,22.0,0,1,0,0
560,2,0.7199999999999999,0.144,0.36,1.7999999999999998,0,1,0,0,0,22.0,1,1,0,0
562,1,3.5999999999999996,0.72,0.21599999999999997,1.0799999999999998,1,0,0,0,1,22.0,0,1,0,0
564,4,5.399999999999999,1.0799999999999998,0.72,3.5999999999999996,0,0,0,1,1,22.0,0,1,0,0
565,3,2.8799999999999994,0.576,0.36,1.7999999999999998,0,0,1,0,1,30.0,1,1,0,1
574,4,1.7999999999999998,0.36,0.504,2.52,0,0,0,1,0,22.0,0,1,0,1
575,1,5.399999999999999,1.0799999999999998,1.0799999999999998,5.399999999999999,1,0,0,0,1,22.0,1,1,0,0
577,4,1.7999999999999998,0.36,0.36,1.7999999999999998,0,0,0,1,0,22.0,1,1,0,1
579,4,1.0799999999999998,0.21599999999999997,0.36,1.7999999999999998,0,0,0,1,1,40.0,1,1,0,1
580,4,0.7199999999999999,0.144,0.72,3.5999999999999996,0,0,0,1,0,22.0,0,1,0,0
581,3,4.68,0.9359999999999999,0.72,3.5999999999999996,0,0,1,0,1,30.0,0,1,0,1
583,3,1.7999999999999998,0.36,0.72,3.5999999999999996,0,0,1,0,0,22.0,1,1,0,1
585,3,13.35,2.67,0.36,1.7999999999999998,0,0,1,0,1,22.0,1,1,0,0
586,3,3.5999999999999996,0.72,0.36,1.7999999999999998,0,0,1,0,0,22.0,1,1,0,0
587,4,3.5999999999999996,0.72,0.36,1.7999999999999998,0,0,0,1,1,22.0,1,1,0,1
591,4,1.7999999999999998,0.36,0.36,1.7999999999999998,0,0,0,1,0,40.0,0,1,0,1
592,1,3.5999999999999996,0.72,0.144,0.7199999999999999,1,0,0,0,1,40.0,1,1,0,0
594,1,3.5999999999999996,0.72,0.36,1.7999999999999998,1,0,0,0,1,54.0,1,1,0,1
595,3,5.399999999999999,1.0799999999999998,1.44,7.199999999999999,0,0,1,0,1,30.0,1,1,0,1
598,2,0.7199999999999999,0.144,0.72,3.5999999999999996,0,1,0,0,0,22.0,1,1,0,1
602,4,1.7999999999999998,0.36,0.72,3.5999999999999996,0,0,0,1,0,22.0,0,1,0,0
605,4,1.7999999999999998,0.36,0.144,0.7199999999999999,0,0,0,1,1,30.0,1,1,0,1
607,4,5.399999999999999,1.0799999999999998,1.0799999999999998,5.399999999999999,0,0,0,1,0,22.0,0,1,0,1
610,3,0.7199999999999999,0.144,1.0799999999999998,5.399999999999999,0,0,1,0,0,22.0,1,1,0,1
611,4,5.399999999999999,1.0799999999999998,0.72,3.5999999999999996,0,0,0,1,0,22.0,0,1,0,1
612,3,5.399999999999999,1.0799999999999998,1.656,8.28,0,0,1,0,0,40.0,0,1,0,1
613,3,1.7999999999999998,0.36,1.0799999999999998,5.399999999999999,0,0,1,0,1,40.0,0,1,0,1
614,4,3.5999999999999996,0.72,0.36,1.7999999999999998,0,0,0,1,1,30.0,1,1,0,1
615,4,3.5999999999999996,0.72,0.144,0.7199999999999999,0,0,0,1,0,40.0,0,1,0,1
616,4,0.7199999999999999,0.144,0.36,1.7999999999999998,0,0,0,1,0,22.0,1,1,0,0
617,1,0.7199999999999999,0.144,0.36,1.7999999999999998,1,0,0,0,0,22.0,0,1,0,1
618,1,7.199999999999999,1.44,0.72,3.5999999999999996,1,0,0,0,0,22.0,0,1,0,1
620,4,1.7999999999999998,0.36,0.36,1.7999999999999998,0,0,0,1,0,22.0,1,1,0,1
621,4,3.5999999999999996,0.72,0.36,1.7999999999999998,0,0,0,1,0,22.0,1,1,0,1
623,3,1.7999999999999998,0.36,0.72,3.5999999999999996,0,0,1,0,0,22.0,0,1,0,1
630,3,1.7999999999999998,0.36,0.36,1.7999999999999998,0,0,1,0,1,30.0,1,1,0,1
632,4,0.7199999999999999,0.144,0.144,0.7199999999999999,0,0,0,1,0,22.0,0,1,0,1
633,3,1.7999999999999998,0.36,0.36,1.7999999999999998,0,0,1,0,0,22.0,1,1,0,1
634,1,7.199999999999999,1.44,0.36,1.7999999999999998,1,0,0,0,1,30.0,1,1,0,1
635,3,1.7999999999999998,0.36,1.0799999999999998,5.399999999999999,0,0,1,0,0,22.0,1,1,0,1
636,3,3.5999999999999996,0.72,1.44,7.199999999999999,0,0,1,0,1,22.0,1,1,0,1
637,2,5.399999999999999,1.0799999999999998,1.0799999999999998,5.399999999999999,0,1,0,0,1,30.0,1,1,0,1
639,4,1.7999999999999998,0.36,0.36,1.7999999999999998,0,0,0,1,0,22.0,1,1,0,1
640,3,1.7999999999999998,0.36,0.21599999999999997,1.0799999999999998,0,0,1,0,1,22.0,1,1,0,1
642,4,4.319999999999999,0.8639999999999999,0.72,3.5999999999999996,0,0,0,1,1,30.0,1,1,0,1
645,3,5.399999999999999,1.0799999999999998,0.72,3.5999999999999996,0,0,1,0,1,40.0,1,1,0,1
646,1,5.399999999999999,1.0799999999999998,0.144,0.7199999999999999,1,0,0,0,1,30.0,1,1,0,0
649,4,7.199999999999999,1.44,1.7999999999999998,8.999999999999998,0,0,0,1,1,22.0,1,1,0,0
650,3,1.7999999999999998,0.36,0.36,1.7999999999999998,0,0,1,0,1,30.0,1,1,0,1
652,3,3.5999999999999996,0.72,0.36,1.7999999999999998,0,0,1,0,1,22.0,0,1,0,0
658,2,19.599999999999998,3.92,0.72,3.5999999999999996,0,1,0,0,1,30.0,1,1,0,1
660,1,7.199999999999999,1.44,0.36,1.7999999999999998,1,0,0,0,0,22.0,1,1,0,1
661,4,3.5999999999999996,0.72,0.21599999999999997,1.0799999999999998,0,0,0,1,1,40.0,0,1,0,0
662,3,6.119999999999999,1.224,1.0799999999999998,5.399999999999999,0,0,1,0,0,22.0,1,1,0,1
664,4,2.52,0.504,0.72,3.5999999999999996,0,0,0,1,1,54.0,0,1,0,0
665,4,3.5999999999999996,0.72,0.72,3.5999999999999996,0,0,0,1,1,22.0,1,1,0,1
666,3,5.399999999999999,1.0799999999999998,1.0799999999999998,5.399999999999999,0,0,1,0,1,30.0,1,1,0,1
667,4,0.7199999999999999,0.144,0.36,1.7999999999999998,0,0,0,1,1,54.0,1,1,0,1
669,2,7.199999999999999,1.44,0.72,3.5999999999999996,0,1,0,0,0,22.0,0,1,0,1
670,2,1.7999999999999998,0.36,0.72,3.5999999999999996,0,1,0,0,1,54.0,1,1,0,1
671,4,1.7999999999999998,0.36,0.72,3.5999999999999996,0,0,0,1,1,54.0,1,1,0,1
673,3,5.399999999999999,1.0799999999999998,0.21599999999999997,1.0799999999999998,0,0,1,0,1,54.0,0,1,0,1
675,1,1.7999999999999998,0.36,0.144,0.7199999999999999,1,0,0,0,0,30.0,1,1,0,1
687,3,0.7199999999999999,0.144,1.44,7.199999999999999,0,0,1,0,0,22.0,0,1,0,1
688,3,1.7999999999999998,0.36,0.72,3.5999999999999996,0,0,1,0,1,22.0,1,1,0,1
693,1,3.5999999999999996,0.72,0.72,3.5999999999999996,1,0,0,0,1,30.0,1,1,0,0
694,4,7.199999999999999,1.44,0.504,2.52,0,0,0,1,0,22.0,1,1,0,0
696,4,1.7999999999999998,0.36,0.36,1.7999999999999998,0,0,0,1,0,40.0,1,1,0,1
697,1,3.5999999999999996,0.72,0.144,0.7199999999999999,1,0,0,0,1,30.0,1,1,0,0
699,1,1.7999999999999998,0.36,0.36,1.7999999999999998,1,0,0,0,1,40.0,0,1,0,0
700,2,3.92,0.784,0.36,1.7999999999999998,0,1,0,0,0,22.0,1,1,0,1
703,4,1.7999999999999998,0.36,0.144,0.7199999999999999,0,0,0,1,0,22.0,1,1,0,0
704,3,3.5999999999999996,0.72,0.36,1.7999999999999998,0,0,1,0,0,22.0,1,1,0,0
705,4,3.5999999999999996,0.72,0.72,3.5999999999999996,0,0,0,1,1,30.0,1,1,0,0
707,4,5.399999999999999,1.0799999999999998,1.3679999999999999,6.839999999999999,0,0,0,1,0,22.0,1,1,0,1
711,4,3.5999999999999996,0.72,0.144,0.7199999999999999,0,0,0,1,1,22.0,1,1,0,1
714,4,1.7999999999999998,0.36,0.36,1.7999999999999998,0,0,0,1,0,22.0,1,1,0,0
716,3,2.52,0.504,0.36,1.7999999999999998,0,0,1,0,1,22.0,1,1,0,0
719,4,1.7999999999999998,0.36,1.0799999999999998,5.399999999999999,0,0,0,1,1,22.0,0,1,0,1
722,4,2.1599999999999997,0.43199999999999994,0.21599999999999997,1.0799999999999998,0,0,0,1,1,54.0,1,1,0,1
724,3,3.5999999999999996,0.72,1.0799999999999998,5.399999999999999,0,0,1,0,0,22.0,1,1,0,1
725,4,0.7199999999999999,0.144,3.92,19.599999999999998,0,0,0,1,0,30.0,1,1,0,1
727,4,5.399999999999999,1.0799999999999998,0.36,1.7999999999999998,0,0,0,1,1,22.0,0,1,0,0
728,2,3.5999999999999996,0.72,0.72,3.5999999999999996,0,1,0,0,1,30.0,0,1,0,1
730,4,3.5999999999999996,0.72,0.72,3.5999999999999996,0,0,0,1,1,30.0,0,1,0,1
731,4,3.5999999999999996,0.72,0.72,3.5999999999999996,0,0,0,1,1,40.0,0,1,0,1
732,4,0.7199999999999999,0.144,0.21599999999999997,1.0799999999999998,0,0,0,1,0,22.0,1,1,0,1
735,4,1.7999999999999998,0.36,0.36,1.7999999999999998,0,0,0,1,0,54.0,1,1,0,1
737,4,5.399999999999999,1.0799999999999998,0.72,3.5999999999999996,0,0,0,1,0,22.0,1,1,0,1
738,4,5.399999999999999,1.0799999999999998,0.072,0.35999999999999993,0,0,0,1,1,30.0,1,1,0,1
740,4,3.5999999999999996,0.72,0.36,1.7999999999999998,0,0,0,1,0,65.0,1,1,0,1
741,3,3.5999999999999996,0.72,0.144,0.7199999999999999,0,0,1,0,1,30.0,1,1,0,0
742,4,1.7999999999999998,0.36,0.72,3.5999999999999996,0,0,0,1,0,22.0,1,1,0,1
743,4,5.399999999999999,1.0799999999999998,0.144,0.7199999999999999,0,0,0,1,0,30.0,1,1,0,1
749,4,1.7999999999999998,0.36,0.36,1.7999999999999998,0,0,0,1,1,30.0,1,1,0,0
752,4,1.7999999999999998,0.36,0.21599999999999997,1.0799999999999998,0,0,0,1,0,22.0,1,1,0,1
753,4,1.7999999999999998,0.36,0.36,1.7999999999999998,0,0,0,1,0,30.0,1,1,0,1
755,4,1.7999999999999998,0.36,0.36,1.7999999999999998,0,0,0,1,0,30.0,0,1,0,1
756,3,3.5999999999999996,0.72,0.72,3.5999999999999996,0,0,1,0,1,30.0,1,1,0,0
758,3,1.7999999999999998,0.36,0.21599999999999997,1.0799999999999998,0,0,1,0,0,22.0,1,1,0,0
759,4,1.7999999999999998,0.36,0.36,1.7999999999999998,0,0,0,1,0,22.0,1,1,0,1
760,4,1.7999999999999998,0.36,0.21599999999999997,1.0799999999999998,0,0,0,1,0,22.0,1,1,0,0
767,3,3.5999999999999996,0.72,0.36,1.7999999999999998,0,0,1,0,0,22.0,1,1,0,0
773,4,1.7999999999999998,0.36,0.36,1.7999999999999998,0,0,0,1,0,22.0,0,1,0,1
777,4,3.5999999999999996,0.72,0.36,1.7999999999999998,0,0,0,1,1,65.0,1,1,0,1
778,4,1.0799999999999998,0.21599999999999997,0.36,1.7999999999999998,0,0,0,1,0,22.0,1,1,0,1
779,3,3.5999999999999996,0.72,0.72,3.5999999999999996,0,0,1,0,0,22.0,1,1,0,1
782,3,1.7999999999999998,0.36,0.36,1.7999999999999998,0,0,1,0,0,22.0,1,1,0,0
784,3,5.399999999999999,1.0799999999999998,0.36,1.7999999999999998,0,0,1,0,1,22.0,1,1,0,0
785,1,10.68,2.136,0.21599999999999997,1.0799999999999998,1,0,0,0,1,22.0,1,1,0,1
787,4,7.199999999999999,1.44,0.144,0.7199999999999999,0,0,0,1,0,22.0,1,1,0,1
788,3,0.7199999999999999,0.144,0.144,0.7199999999999999,0,0,1,0,1,30.0,1,1,0,0
789,4,1.7999999999999998,0.36,0.72,3.5999999999999996,0,0,0,1,1,22.0,1,1,0,1
791,1,1.7999999999999998,0.36,0.144,0.7199999999999999,1,0,0,0,0,22.0,1,1,0,0
792,3,5.399999999999999,1.0799999999999998,0.36,1.7999999999999998,0,0,1,0,0,22.0,1,1,0,1
796,3,1.7999999999999998,0.36,0.36,1.7999999999999998,0,0,1,0,0,30.0,1,1,0,0
799,4,3.5999999999999996,0.72,0.36,1.7999999999999998,0,0,0,1,0,22.0,1,1,0,1
800,3,1.7999999999999998,0.36,0.36,1.7999999999999998,0,0,1,0,0,22.0,0,1,0,0
801,2,0.35999999999999993,0.072,0.72,3.5999999999999996,0,1,0,0,1,30.0,1,1,0,0
804,4,3.5999999999999996,0.72,3.92,19.599999999999998,0,0,0,1,1,22.0,1,1,0,1
806,3,5.399999999999999,1.0799999999999998,0.72,3.5999999999999996,0,0,1,0,0,22.0,1,1,0,1
807,3,1.4399999999999997,0.288,0.504,2.52,0,0,1,0,1,40.0,1,1,0,1
808,4,1.7999999999999998,0.36,0.72,3.5999999999999996,0,0,0,1,0,22.0,0,1,0,1
810,4,5.399999999999999,1.0799999999999998,0.144,0.7199999999999999,0,0,0,1,1,40.0,1,1,0,1
812,4,3.5999999999999996,0.72,0.36,1.7999999999999998,0,0,0,1,1,22.0,0,1,0,1
814,4,1.4399999999999997,0.288,0.504,2.52,0,0,0,1,1,40.0,1,1,0,1
815,4,3.5999999999999996,0.72,0.36,1.7999999999999998,0,0,0,1,0,22.0,1,1,0,1
816,4,3.5999999999999996,0.72,1.0799999999999998,5.399999999999999,0,0,0,1,1,30.0,1,1,0,1
821,3,3.5999999999999996,0.72,1.0799999999999998,5.399999999999999,0,0,1,0,1,22.0,1,1,0,1
823,4,7.199999999999999,1.44,0.36,1.7999999999999998,0,0,0,1,1,22.0,1,1,0,1
825,4,1.4399999999999997,0.288,0.36,1.7999999999999998,0,0,0,1,1,22.0,1,1,0,1
826,4,1.7999999999999998,0.36,0.36,1.7999999999999998,0,0,0,1,0,22.0,1,1,0,1
827,4,1.7999999999999998,0.36,0.144,0.7199999999999999,0,0,0,1,0,22.0,1,1,0,1
828,3,1.7999999999999998,0.36,0.36,1.7999999999999998,0,0,1,0,1,22.0,0,1,0,1
830,4,3.5999999999999996,0.72,0.36,1.7999999999999998,0,0,0,1,1,54.0,1,1,0,1
833,1,5.399999999999999,1.0799999999999998,0.36,1.7999999999999998,1,0,0,0,1,40.0,1,1,0,0
837,3,7.199999999999999,1.44,1.0799999999999998,5.399999999999999,0,0,1,0,0,22.0,1,1,0,1
838,4,7.84,1.568,0.36,1.7999999999999998,0,0,0,1,1,22.0,1,1,0,1
840,1,3.5999999999999996,0.72,0.144,0.7199999999999999,1,0,0,0,1,30.0,1,1,0,1
841,4,0.7199999999999999,0.144,0.72,3.5999999999999996,0,0,0,1,1,22.0,0,1,0,1
843,4,3.5999999999999996,0.72,0.72,3.5999999999999996,0,0,0,1,1,30.0,1,1,0,1
845,4,1.7999999999999998,0.36,0.36,1.7999999999999998,0,0,0,1,1,30.0,1,1,0,1
846,4,1.7999999999999998,0.36,0.144,0.7199999999999999,0,0,0,1,1,30.0,0,1,0,1
848,4,1.0799999999999998,0.21599999999999997,0.072,0.35999999999999993,0,0,0,1,0,22.0,1,1,0,1
850,3,3.5999999999999996,0.72,0.72,3.5999999999999996,0,0,1,0,0,30.0,1,1,0,1
852,4,3.5999999999999996,0.72,1.0799999999999998,5.399999999999999,0,0,0,1,0,22.0,1,1,0,1
855,3,3.5999999999999996,0.72,0.8639999999999999,4.319999999999999,0,0,1,0,1,30.0,1,1,0,1
856,4,5.399999999999999,1.0799999999999998,1.0799999999999998,5.399999999999999,0,0,0,1,1,54.0,1,1,0,1
863,4,0.7199999999999999,0.144,0.72,3.5999999999999996,0,0,0,1,0,22.0,1,1,0,1
864,3,2.52,0.504,0.072,0.35999999999999993,0,0,1,0,0,22.0,1,1,0,1
866,4,1.7999999999999998,0.36,0.144,0.7199999999999999,0,0,0,1,1,65.0,1,1,0,1
868,1,5.399999999999999,1.0799999999999998,1.0799999999999998,5.399999999999999,1,0,0,0,1,22.0,1,1,0,1
871,3,3.5999999999999996,0.72,1.0799999999999998,5.399999999999999,0,0,1,0,1,30.0,0,1,0,0
872,3,1.7999999999999998,0.36,0.504,2.52,0,0,1,0,1,22.0,1,1,0,0
877,4,5.399999999999999,1.0799999999999998,1.0799999999999998,5.399999999999999,0,0,0,1,1,30.0,1,1,0,1
880,3,1.7999999999999998,0.36,0.36,1.7999999999999998,0,0,1,0,0,22.0,0,1,0,1
881,4,1.0799999999999998,0.21599999999999997,0.21599999999999997,1.0799999999999998,0,0,0,1,1,30.0,1,1,0,1
882,4,0.7199999999999999,0.144,0.072,0.35999999999999993,0,0,0,1,1,30.0,0,1,0,1
884,4,1.7999999999999998,0.36,0.504,2.52,0,0,0,1,1,30.0,1,1,0,1
886,3,5.399999999999999,1.0799999999999998,0.36,1.7999999999999998,0,0,1,0,1,22.0,1,1,0,0
887,4,1.7999999999999998,0.36,0.36,1.7999999999999998,0,0,0,1,1,30.0,1,1,0,1
888,1,5.399999999999999,1.0799999999999998,0.21599999999999997,1.0799999999999998,1,0,0,0,0,22.0,1,1,0,1
889,4,1.7999999999999998,0.36,0.72,3.5999999999999996,0,0,0,1,0,22.0,0,1,0,0
891,4,19.599999999999998,3.92,0.144,0.7199999999999999,0,0,0,1,0,30.0,1,1,0,1
892,3,1.7999999999999998,0.36,0.36,1.7999999999999998,0,0,1,0,0,22.0,1,1,0,0
896,4,2.1599999999999997,0.43199999999999994,0.72,3.5999999999999996,0,0,0,1,1,54.0,1,1,0,1
897,2,1.0799999999999998,0.21599999999999997,0.72,3.5999999999999996,0,1,0,0,0,22.0,1,1,0,1
899,3,0.7199999999999999,0.144,0.36,1.7999999999999998,0,0,1,0,0,30.0,1,1,0,1
905,3,5.399999999999999,1.0799999999999998,1.0799999999999998,5.399999999999999,0,0,1,0,1,22.0,0,1,0,1
908,4,3.5999999999999996,0.72,1.0799999999999998,5.399999999999999,0,0,0,1,1,22.0,1,1,0,1
911,4,0.7199999999999999,0.144,0.144,0.7199999999999999,0,0,0,1,1,22.0,1,1,0,1
912,1,5.399999999999999,1.0799999999999998,0.36,1.7999999999999998,1,0,0,0,0,22.0,1,1,0,0
913,4,0.7199999999999999,0.144,0.072,0.35999999999999993,0,0,0,1,1,30.0,1,1,0,1
914,4,1.7999999999999998,0.36,0.36,1.7999999999999998,0,0,0,1,1,22.0,1,1,0,0
915,3,3.5999999999999996,0.72,0.36,1.7999999999999998,0,0,1,0,0,22.0,1,1,0,1
917,3,3.5999999999999996,0.72,1.0799999999999998,5.399999999999999,0,0,1,0,0,30.0,1,1,0,1
920,3,4.319999999999999,0.8639999999999999,1.0799999999999998,5.399999999999999,0,0,1,0,0,30.0,1,1,0,1
921,4,1.7999999999999998,0.36,0.36,1.7999999999999998,0,0,0,1,0,22.0,1,1,0,0
922,3,3.5999999999999996,0.72,0.72,3.5999999999999996,0,0,1,0,1,22.0,1,1,0,1
924,3,1.7999999999999998,0.36,0.72,3.5999999999999996,0,0,1,0,0,22.0,1,1,0,1
926,1,5.399999999999999,1.0799999999999998,0.36,1.7999999999999998,1,0,0,0,0,22.0,0,1,0,1
930,3,3.5999999999999996,0.72,0.72,3.5999999999999996,0,0,1,0,1,30.0,0,1,0,1
932,3,1.7999999999999998,0.36,0.72,3.5999999999999996,0,0,1,0,0,22.0,1,1,0,0
933,3,1.7999999999999998,0.36,1.0799999999999998,5.399999999999999,0,0,1,0,0,30.0,0,1,0,1
936,3,5.399999999999999,1.0799999999999998,1.0799999999999998,5.399999999999999,0,0,1,0,1,22.0,1,1,0,1
937,3,3.5999999999999996,0.72,1.7999999999999998,8.999999999999998,0,0,1,0,0,30.0,0,1,0,1
939,3,5.399999999999999,1.0799999999999998,0.36,1.7999999999999998,0,0,1,0,0,22.0,0,1,0,1
940,4,1.7999999999999998,0.36,0.144,0.7199999999999999,0,0,0,1,1,22.0,1,1,0,0
941,4,5.399999999999999,1.0799999999999998,0.72,3.5999999999999996,0,0,0,1,1,22.0,1,1,0,0
942,4,3.5999999999999996,0.72,0.36,1.7999999999999998,0,0,0,1,1,40.0,1,1,0,1
943,4,1.7999999999999998,0.36,0.72,3.5999999999999996,0,0,0,1,1,40.0,1,1,0,1
948,4,1.7999999999999998,0.36,0.144,0.7199999999999999,0,0,0,1,1,30.0,1,1,0,1
949,3,1.7999999999999998,0.36,1.0799999999999998,5.399999999999999,0,0,1,0,1,40.0,0,1,0,1
950,4,0.7199999999999999,0.144,0.144,0.7199999999999999,0,0,0,1,1,22.0,1,1,0,1
952,4,3.5999999999999996,0.72,0.72,3.5999999999999996,0,0,0,1,1,40.0,0,1,0,1
953,3,3.5999999999999996,0.72,0.36,1.7999999999999998,0,0,1,0,0,22.0,1,1,0,1
954,3,2.8799999999999994,0.576,0.72,3.5999999999999996,0,0,1,0,1,30.0,1,1,0,1
955,4,1.7999999999999998,0.36,0.36,1.7999999999999998,0,0,0,1,0,22.0,1,1,0,1
960,3,5.0,1.0,0.36,1.7999999999999998,0,0,1,0,1,30.0,1,1,0,1
963,4,26.7,5.34,0.72,3.5999999999999996,0,0,0,1,1,22.0,0,1,0,0
964,1,3.5999999999999996,0.72,0.36,1.7999999999999998,1,0,0,0,0,22.0,1,1,0,1
965,4,0.35999999999999993,0.072,0.36,1.7999999999999998,0,0,0,1,0,22.0,1,1,0,1
967,3,1.7999999999999998,0.36,1.0799999999999998,5.399999999999999,0,0,1,0,0,22.0,0,1,0,1
968,3,3.5999999999999996,0.72,0.72,3.5999999999999996,0,0,1,0,0,22.0,0,1,0,0
970,1,3.5999999999999996,0.72,0.72,3.5999999999999996,1,0,0,0,0,22.0,1,1,0,0
972,3,5.399999999999999,1.0799999999999998,1.0799999999999998,5.399999999999999,0,0,1,0,1,30.0,1,1,0,1
973,1,1.7999999999999998,0.36,1.44,7.199999999999999,1,0,0,0,1,22.0,1,1,0,0
974,3,0.7199999999999999,0.144,1.568,7.84,0,0,1,0,1,30.0,1,1,0,1
975,4,5.399999999999999,1.0799999999999998,1.44,7.199999999999999,0,0,0,1,0,22.0,1,1,0,1
978,4,1.7999999999999998,0.36,0.72,3.5999999999999996,0,0,0,1,1,65.0,1,1,0,1
980,2,1.7999999999999998,0.36,0.504,2.52,0,1,0,0,0,22.0,0,1,0,1
983,3,3.5999999999999996,0.72,0.36,1.7999999999999998,0,0,1,0,0,22.0,1,1,0,1
988,4,3.5999999999999996,0.72,0.72,3.5999999999999996,0,0,0,1,1,30.0,0,1,0,1
991,4,4.68,0.9359999999999999,0.72,3.5999999999999996,0,0,0,1,0,22.0,0,1,0,1
992,3,3.5999999999999996,0.72,0.72,3.5999999999999996,0,0,1,0,1,30.0,1,1,0,1
996,2,1.7999999999999998,0.36,0.72,3.5999999999999996,0,1,0,0,1,22.0,0,1,0,1
998,3,1.7999999999999998,0.36,0.72,3.5999999999999996,0,0,1,0,1,22.0,1,1,0,0
999,4,1.7999999999999998,0.36,0.36,1.7999999999999998,0,0,0,1,0,22.0,0,1,0,1
1001,1,5.399999999999999,1.0799999999999998,0.072,0.35999999999999993,1,0,0,0,0,22.0,1,1,0,1
1003,4,1.7999999999999998,0.36,0.72,3.5999999999999996,0,0,0,1,1,30.0,0,1,0,1
1009,4,1.7999999999999998,0.36,0.36,1.7999999999999998,0,0,0,1,1,22.0,1,1,0,1
1010,4,5.399999999999999,1.0799999999999998,1.0799999999999998,5.399999999999999,0,0,0,1,0,40.0,0,1,0,1
1011,4,5.399999999999999,1.0799999999999998,0.36,1.7999999999999998,0,0,0,1,1,30.0,1,1,0,1
1013,3,12.0,2.4000000000000004,0.288,1.4399999999999997,0,0,1,0,1,22.0,0,1,0,1
1014,4,0.7199999999999999,0.144,0.43199999999999994,2.1599999999999997,0,0,0,1,1,54.0,1,1,0,1
1016,3,3.5999999999999996,0.72,0.36,1.7999999999999998,0,0,1,0,1,40.0,1,1,0,1
1017,3,3.5999999999999996,0.72,0.72,3.5999999999999996,0,0,1,0,1,30.0,1,1,0,1
1018,4,1.7999999999999998,0.36,1.0799999999999998,5.399999999999999,0,0,0,1,0,22.0,0,1,0,1
1019,3,1.7999999999999998,0.36,0.72,3.5999999999999996,0,0,1,0,1,22.0,0,1,0,1
1020,3,7.199999999999999,1.44,0.72,3.5999999999999996,0,0,1,0,1,30.0,1,1,0,1
1022,3,1.7999999999999998,0.36,0.21599999999999997,1.0799999999999998,0,0,1,0,1,30.0,1,1,0,1
1023,3,3.5999999999999996,0.72,1.44,7.199999999999999,0,0,1,0,1,22.0,1,1,0,1
1024,4,1.7999999999999998,0.36,0.36,1.7999999999999998,0,0,0,1,0,22.0,0,1,0,0
1025,3,3.5999999999999996,0.72,0.36,1.7999999999999998,0,0,1,0,1,22.0,0,1,0,1
1027,4,1.7999999999999998,0.36,0.72,3.5999999999999996,0,0,0,1,1,22.0,0,1,0,1
1028,1,7.199999999999999,1.44,0.72,3.5999999999999996,1,0,0,0,0,22.0,1,1,0,1
1031,4,1.7999999999999998,0.36,0.144,0.7199999999999999,0,0,0,1,0,22.0,1,1,0,1
1032,4,1.7999999999999998,0.36,0.36,1.7999999999999998,0,0,0,1,1,22.0,1,1,0,1
1035,4,0.7199999999999999,0.144,0.36,1.7999999999999998,0,0,0,1,0,22.0,1,1,0,1
1040,3,1.7999999999999998,0.36,0.72,3.5999999999999996,0,0,1,0,0,30.0,0,1,0,1
1043,4,0.7199999999999999,0.144,0.144,0.7199999999999999,0,0,0,1,1,30.0,0,1,0,0
1044,4,0.7199999999999999,0.144,0.72,3.5999999999999996,0,0,0,1,0,22.0,0,1,0,1
1045,4,1.7999999999999998,0.36,0.144,0.7199999999999999,0,0,0,1,0,22.0,1,1,0,0
