,M_ORIGIN,M_DESTINATION,D_LANDMARK,D_TYPE,O_LANDMARK,O_TYPE,START_TIME,TRIP_SEQUENCE,TOTAL_TIME,ACCESS_MODE,ACCESS_TIME,ACCESS_DISTANCE,WT_FS,EGRESS_MODE,EGRESS_TIME,EGRESS_DISTANCE,WT_FIS,BICYCLE_USE,TRANSFER_TIME,WAITING_TIME_SECOND_STOP,PASS,TOTAL_COST,CROWDING,GENDER,S_1,S_2,S_3,AGE,EDUCATION,OCCUPATION,INCOME,CARS,TWO_WHEELER,N_BICYCLES,OTHERS,PARKING,RENT,PARK,DESTINATION,ORIGIN,TRIP,AGE_C,ACCESS_DIS,EGRESS_DIS,RENT_BICYCLE,MALE,ACCESS_M,EGRESS_M
109,"Nadaprabhu Kempegowda Station, Majestic (green/purple line)",Baiyappanahalli (purple line),"Sadhgunttepalya , baiyappanahalli ",Work,"Rajajinagar,2nd block ",Home,20:00:00,Metro + Bus ,90,Walk ,20,1.5 km to 2 km ,5,Walk ,10,0.5 to 1 km ,,For both access and egress trips ,5,3,No ,15,High crowding - All seats AND 50-75% of standing space occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,26-35 yrs ,Graduate,Employed,,1.0,0,0,0,"Yes, I own a bicycle or I will buy a bicycle, and use it if a safe bicycling path is available between my home and the metro station. .",15,2,2,1,3,2,2,3,3,1,1,1
110,Sandal Soap Factory (green line),Indiranagar (purple line),"Indranagar, 100ft road",Work,"Mattikere, near bus stop",Home,08:20:00,Bus + Metro ,90,Walk ,5,< 0.5 km ,10,Walk ,15,0.5 to 1 km ,,For both access and egress trips ,5,2,Mobility card ,0,High crowding - All seats AND 50-75% of standing space occupied ,Female,Yes ,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Employed,,0.0,0,0,0,"No, I will not use a bicycle. .",15,3,2,1,2,1,1,3,3,0,1,1
111,Rashtreeya Vidyalaya Road (green line),Swami Vivekananda Road (purple line),CV raman hospital ,Other,"Mico layout, BTM layout 2nd stage ",Home,08:30:00,Metro ,60,Dropped-off by friends/family members/others ,15,3 km to 3.5 km ,2,Walk ,5,< 0.5 km ,,For neither access nor egress trips ,,,Metro card ,0,High crowding - All seats AND 50-75% of standing space occupied ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Employed,,1.0,1,0,0,"Yes, I own a bicycle or I will buy a bicycle, and use it under current travel conditions between my home and the metro station. .",15,1,8,1,1,1,5,1,1,0,8,1
112,Kengeri (purple line),Yeshwanthpur (green line),Yeshwantpur metro back side,Shopping,"KR purum, near Venkateshwara school ",Home,20:30:00,Metro ,60,Drove and parked a two-Wheeler ,30,> 5 km ,5,Walk ,5,< 0.5 km ,,For neither access nor egress trips ,,,No ,43,High crowding - All seats AND 50-75% of standing space occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,12th,Business,"25,001 – 50,000",0.0,1,0,0,"No, I will not use a bicycle. .",15,3,4,1,1,1,8,1,1,1,3,1
113,South End Circle (green line),Indiranagar (purple line),Near cred Company ,Work,Near pi vests,Home,09:20:00,Metro ,30,Walk ,5,< 0.5 km ,5,Walk ,7,< 0.5 km ,,For neither access nor egress trips ,,,Metro card ,0,High crowding - All seats AND 50-75% of standing space occupied ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,26-35 yrs ,Postgraduate,Employed,,0.0,0,0,0,"No, I will not use a bicycle. .",15,3,2,1,1,2,1,1,1,0,1,1
114,South End Circle (green line),Baiyappanahalli (purple line),RMz infinity ,Work,Girinagar,Home,09:00:00,Metro + Bus ,60,Drove and parked a two-Wheeler ,17,4.5 km to 5 km ,5,Walk ,6,< 0.5 km ,,For egress trip only ,3,2,Metro card ,0,High crowding - All seats AND 50-75% of standing space occupied ,Female,Yes ,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,26-35 yrs ,Graduate,Employed,>2 Lakhs,1.0,1,1,0,"Yes, I own a bicycle or I will buy a bicycle, and use it if a safe bicycling path is available between my home and the metro station. .",15,2,2,1,3,2,6,1,4,0,3,1
115,South End Circle (green line),Krishna Rajendra Market (green line),Victoria hospital ,Work,Koramangala ,Home,09:15:00,Metro ,45,Auto Rickshaw ,15,4 km to 4.5 km ,5,Walk ,7,< 0.5 km ,,For neither access nor egress trips ,,,Mobility card ,80,High crowding - All seats AND 50-75% of standing space occupied ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Employed,,1.0,1,0,0,"No, I will not use a bicycle. .",15,3,2,1,1,1,10,1,1,0,5,1
116,South End Circle (green line),Trinity (purple line),Near Trinity metro station ,Work,Jaynagar 2nd block,Home,08:40:00,Metro ,50,Auto Rickshaw ,25,2 km to 2.5 km ,40,Walk ,5,< 0.5 km ,,For neither access nor egress trips ,,,Metro card ,40,High crowding - All seats AND 50-75% of standing space occupied ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,26-35 yrs ,Graduate,Employed,,1.0,1,0,0,"No, I will not use a bicycle. .",15,3,2,1,1,2,11,1,1,0,5,1
117,Baiyappanahalli (purple line),"Sri Balagangadharanatha Swamiji Station, Hosahalli (purple line)",Rajajinagar 2nd block,Work,"Whitefield, near metro station Whitefield ",Home,08:00:00,Metro1 + Bus + Metro2 ,120,Walk ,20,1 km to 1.5 km ,5,Walk ,10,1 km to 1.5 km ,,For both access and egress trips ,5,1,No ,75,High crowding - All seats AND 50-75% of standing space occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Employed,,0.0,1,0,0,"No, I will not use a bicycle. .",15,3,2,1,5,1,4,4,3,1,1,1
118,South End Circle (green line),"Nadaprabhu Kempegowda Station, Majestic (green/purple line)",Kolar from Majestic ,Home,South end near metro,School,09:30:00,Metro ,10,Walk ,7,0.5 to 1 km ,5,Walk ,7,< 0.5 km ,,For neither access nor egress trips ,,,No ,20,High crowding - All seats AND 50-75% of standing space occupied ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Student,,0.0,0,0,0,"No, I will not use a bicycle. .",15,3,1,3,1,1,3,1,1,0,1,1
119,South End Circle (green line),Baiyappanahalli (purple line),"Whitefield,hope farm",Work,"South end circle ,Vijaya college ",Home,09:35:00,Metro + Bus ,60,Walk ,10,0.5 to 1 km ,5,Walk ,3,< 0.5 km ,,For neither access nor egress trips ,5,2,Metro card ,0,Medium crowding - All seats AND 25-50% of standing space occupied ,Female,Yes ,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,26-35 yrs ,Graduate,Employed,>2 Lakhs,1.0,1,1,0,"Yes, I own a bicycle or I will buy a bicycle, and use it if a safe bicycling path is available between my home and the metro station. .",15,2,2,1,3,2,3,1,1,0,1,1
120,"Nadaprabhu Kempegowda Station, Majestic (green/purple line)",Attiguppe (purple line),"Attigeppe metro station near, RTC layout ",Work,"Hunsmaranahalli, near airforce ",Home,08:20:00,Bus + Metro ,120,Walk ,10,< 0.5 km ,10,Walk ,10,0.5 to 1 km ,,For neither access nor egress trips ,4,5,Ordinary Monthly Pass ,0,Low crowding - All seats AND up to 25% of standing space occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Student,"50,001 – 1,00,000",1.0,2,1,0,"No, I will not use a bicycle. .",15,3,2,1,2,1,1,3,1,1,1,1
121,South End Circle (green line),Lalbagh (green line),Silicon honda,Work,Southend circle  ,Other,09:55:00,Metro ,10,Walk ,5,< 0.5 km ,5,Walk ,5,< 0.5 km ,,For neither access nor egress trips ,,,No ,10,Medium crowding - All seats AND 25-50% of standing space occupied ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,36-45 yrs ,10th,Daily,,0.0,1,0,0,"No, I will not use a bicycle. .",15,3,2,8,1,3,1,1,1,0,1,1
122,South End Circle (green line),Banashankari (green line),Near temple,Social,Near metro,Home,09:50:00,Metro ,10,Walk ,2,< 0.5 km ,5,Walk ,3,< 0.5 km ,,For neither access nor egress trips ,,,Metro card ,0,Medium crowding - All seats AND 25-50% of standing space occupied ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,36-45 yrs ,Graduate,Unemployed,,1.0,2,0,0,"No, I will not use a bicycle. .",15,3,6,1,1,3,1,1,1,0,1,1
123,Mantri Square Sampige Road (green line),Pattanagere (purple line),RV college ,School,"Malleswaram, 8th cross",Home,21:30:00,Metro ,40,Walk ,2,< 0.5 km ,3,Walk ,2,< 0.5 km ,,For neither access nor egress trips ,,,Metro card ,0,No crowding  - Most ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Student,"1,00,001 – 2,00,000",1.0,1,0,0,"No, I will not use a bicycle. .",15,3,3,1,1,1,1,1,1,1,1,1
124,Baiyappanahalli (purple line),"Sir.M.Visvesvaraya Stn., Central College (purple line)",Mysore bank circle near,Work,"KR puram, garden city college near",Home,09:00:00,Bus + Metro ,60,Walk ,5,< 0.5 km ,2,Walk ,15,1.5 km to 2 km ,,For egress trip only ,5,2,Metro card ,0,No crowding  - Most ,Female,Yes ,I will use same mode as reported for this trip ,I was not making this trip earlier ,26-35 yrs ,Graduate,Employed,,0.0,0,0,0,"No, I will not use a bicycle. .",15,3,2,1,2,2,1,2,4,0,1,1
125,South End Circle (green line),"Sir.M.Visvesvaraya Stn., Central College (purple line)",City civil court ,Work,Near metro,Home,22:20:00,Metro ,15,Walk ,5,< 0.5 km ,6,Walk ,5,< 0.5 km ,,For neither access nor egress trips ,,,Metro card ,0,Medium crowding - All seats AND 25-50% of standing space occupied ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,36-45 yrs ,Postgraduate,Employed,,1.0,2,1,0,"No, I will not use a bicycle. .",15,3,2,1,1,3,1,1,1,0,1,1
126,Rajajinagar (green line),South End Circle (green line),"Jm hospital, basveshwar nagar ",Home,Near Metro station ,Work,09:45:00,Metro ,45,Auto Rickshaw ,10,1.5 km to 2 km ,5,Walk ,5,< 0.5 km ,,For access trip only ,,,Metro card ,30,No crowding  - Most ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,26-35 yrs ,Graduate,Employed,,1.0,1,0,0,"Yes, I own a bicycle or I will buy a bicycle, and use it if a safe bicycling path is available between my home and the metro station. .",15,2,1,2,1,2,2,1,2,0,5,1
127,Kengeri Bus Terminal (purple line),Cubbon Park (purple line),Vishveshvaraiyya towers,Work,Ramnagara,Home,09:00:00,Bus + Metro ,120,Walk ,10,0.5 to 1 km ,10,Walk ,10,0.5 to 1 km ,,For neither access nor egress trips ,5,5,Ordinary Monthly Pass ,0,No crowding  - 50-75% of seats occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,26-35 yrs ,Graduate,Employed,,1.0,1,0,0,"No, I will not use a bicycle. .",15,3,2,1,2,2,3,3,1,1,1,1
128,Pattanagere (purple line),"Sir.M.Visvesvaraya Stn., Central College (purple line)",St Joseph's university ,School,Pattangere sharadha layout ,Home,10:30:00,Metro ,60,Ola/Uber car ,5,1.5 km to 2 km ,7,Auto Rickshaw ,10,2.5 km to 3 km ,0,For both access and egress trips ,,,Metro card ,90,No crowding  - 50-75% of seats occupied ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Student,,0.0,0,0,0,"No, I will not use a bicycle. .",15,3,3,1,1,1,2,7,3,0,6,5
129,Mysore Road (purple line),Swami Vivekananda Road (purple line),Swamy Vivekananda metro station near ,Work,"Banshankri,LFPS",Other,10:30:00,Bus1 + Metro + Bus2 ,50,Walk ,15,1 km to 1.5 km ,5,Walk ,15,1 km to 1.5 km ,,For both access and egress trips ,5,5,Metro card ,20,No crowding  - 50-75% of seats occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,26-35 yrs ,Graduate,Employed,,0.0,1,0,0,"Yes, I own a bicycle or I will buy a bicycle, and use it if a safe bicycling path is available between my home and the metro station. .",15,2,2,8,4,2,4,4,3,1,1,1
130,Vijayanagar (purple line),Baiyappanahalli (purple line),"Whitefield,ITPL",Work,Vijaynagar main road ,Home,10:50:00,Metro + Bus ,90,Walk ,5,< 0.5 km ,5,Walk ,10,0.5 to 1 km ,,For neither access nor egress trips ,5,10,Mobility card ,20,No crowding  - Most ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Employed,,1.0,1,0,0,"Yes, I own a bicycle or I will buy a bicycle, and use it under current travel conditions between my home and the metro station. .",15,1,2,1,3,1,1,3,1,1,1,1
131,Rashtreeya Vidyalaya Road (green line),Baiyappanahalli (purple line),"Whitefield,amviyath construction ",Work,JP nagar 2nd phase ,Home,10:30:00,Metro ,90,Walk ,20,1 km to 1.5 km ,6,Auto Rickshaw ,20,1.5 km to 2 km ,5,For both access and egress trips ,,,No ,84,Low crowding - All seats AND up to 25% of standing space occupied ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Employed,,1.0,1,0,0,"Yes, I own a bicycle or I will buy a bicycle, and use it if a safe bicycling path is available between my home and the metro station. .",15,2,2,1,1,1,4,2,3,0,1,5
132,Rashtreeya Vidyalaya Road (green line),Yeshwanthpur (green line),Near railway station going out of station ,Other,Jaynagar ,Home,10:45:00,Metro ,30,Walk ,5,< 0.5 km ,6,Walk ,5,< 0.5 km ,,For neither access nor egress trips ,,,Metro card ,0,Medium crowding - All seats AND 25-50% of standing space occupied ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Employed,,0.0,0,0,0,Not Applicable - because neither ends of my trip is home. .,15,4,8,1,1,1,1,1,1,0,1,1
133,Rashtreeya Vidyalaya Road (green line),Mantri Square Sampige Road (green line),Ramaiah University ,School,Near Samarthanam NGO JP ,Home,11:05:00,Metro ,60,Auto Rickshaw ,5,2 km to 2.5 km ,8,Auto Rickshaw ,15,> 5 km ,5,For both access and egress trips ,,,Metro card ,135,Low crowding - All seats AND up to 25% of standing space occupied ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Postgraduate,Employed,,1.0,1,1,0,"Yes, I own a bicycle or I will buy a bicycle, and use it under current travel conditions between my home and the metro station. .",15,1,3,1,1,1,11,8,3,0,5,5
134,Rashtreeya Vidyalaya Road (green line),Indiranagar (purple line),Daily dump ,Work,"Rv road,near Taza thindi",Home,10:30:00,Metro ,60,Drove and parked a two-Wheeler ,15,1.5 km to 2 km ,8,Yulu,15,1 km to 1.5 km ,2,For neither access nor egress trips ,,,Metro card ,0,Low crowding - All seats AND up to 25% of standing space occupied ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,36-45 yrs ,Graduate,Employed,,1.0,1,1,0,"No, I will not use a bicycle. .",15,3,2,1,1,3,2,4,1,0,3,7
135,Silk Institute (green line),Rashtreeya Vidyalaya Road (green line),Near metro RC,Friend,Deeksha PU near silk institute ,Home,11:00:00,Metro ,22,Drove and parked a car ,2,1 km to 1.5 km ,8,Walk ,2,< 0.5 km ,,For access trip only ,,,Metro card ,0,Low crowding - All seats AND up to 25% of standing space occupied ,Female,,I will use same mode as reported for this trip ,I was not making this trip earlier ,18-25 yrs ,Graduate,Student,,2.0,0,1,0,"Yes, I own a bicycle or I will buy a bicycle, and use it under current travel conditions between my home and the metro station. .",15,1,7,1,1,1,4,1,2,0,4,1
136,Rashtreeya Vidyalaya Road (green line),Mahalakshmi (green line),Nandini layout ,Home,Silk board ,Other,10:30:00,Metro ,105,Auto Rickshaw ,60,> 5 km ,8,Auto Rickshaw ,15,2 km to 2.5 km ,5,For egress trip only ,,,Metro card ,140,Low crowding - All seats AND up to 25% of standing space occupied ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Employed,,0.0,1,0,0,"Yes, I own a bicycle or I will buy a bicycle, and use it if a safe bicycling path is available between my home and the metro station. .",15,2,1,8,1,1,8,11,4,0,5,5
137,Indiranagar (purple line),Trinity (purple line),Trinity central mall opposite ,Work,"100 feet road, Indira Nagar ",Work,11:22:00,Metro ,20,Walk ,8,0.5 to 1 km ,8,Walk ,10,0.5 to 1 km ,,For access trip only ,,,Metro card ,0,No crowding  - 50-75% of seats occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,26-35 yrs ,Graduate,Employed,"25,001 – 50,000",0.0,2,0,0,Not Applicable - because neither ends of my trip is home. .,15,4,2,2,1,2,3,3,2,1,1,1
138,Indiranagar (purple line),Deepanjali Nagar (purple line),"Deepanjali nagar, near satellite station ",Friend,"Indranagar,  dhoopnahalli, muthyalamma temple ",Home,11:00:00,Bus + Metro ,60,Walk ,10,< 0.5 km ,2,Dropped-off by friends/family members/others ,15,1.5 km to 2 km ,7,For neither access nor egress trips ,4,2,No ,38,No crowding  - Most ,Female,Yes ,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,12th,Unemployed,,0.0,1,0,0,"No, I will not use a bicycle. .",15,3,7,1,2,1,1,2,1,0,1,8
139,Silk Institute (green line),Rashtreeya Vidyalaya Road (green line),Chikbanavara,Work,Udaipura,Home,10:30:00,Bus1 + Metro + Bus2 ,100,Walk ,7,< 0.5 km ,60,Walk ,7,< 0.5 km ,,For both access and egress trips ,5,9,No ,60,Low crowding - All seats AND up to 25% of standing space occupied ,Female,Yes ,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Employed,,0.0,1,0,0,"No, I will not use a bicycle. .",15,3,2,1,4,1,1,1,3,0,1,1
140,Indiranagar (purple line),Kengeri (purple line),"Kengeri upa nagar, nagadevanahalli",Friend,AECS layout marathalli ,Home,10:45:00,Metro ,95,Ola/Uber car ,40,> 5 km ,7,Dropped-off by friends/family members/others ,7,1.5 km to 2 km ,2,For neither access nor egress trips ,,,No ,250,No crowding  - Most ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,46-60 yrs ,Graduate,Unemployed,,1.0,1,1,0,"No, I will not use a bicycle. .",15,3,7,1,1,4,8,2,1,0,6,8
141,Indiranagar (purple line),Trinity (purple line),Trinity near metro station ,Work,"Halsur, near market ",Home,11:10:00,Metro ,20,Walk ,3,< 0.5 km ,8,Walk ,2,< 0.5 km ,,For neither access nor egress trips ,,,Metro card ,0,No crowding  - 50-75% of seats occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Employed,,0.0,1,0,0,"No, I will not use a bicycle. .",15,3,2,1,1,1,1,1,1,1,1,1
142,Rashtreeya Vidyalaya Road (green line),Jalahalli (green line),"Yelhanka,dairy circle ",Home,Hsr layout ,Other,11:00:00,Metro + Bus ,120,Auto Rickshaw ,30,> 5 km ,8,Walk ,10,0.5 to 1 km ,,For neither access nor egress trips ,3,5,Metro card ,100,Low crowding - All seats AND up to 25% of standing space occupied ,Female,Yes ,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Employed,,0.0,0,0,0,"No, I will not use a bicycle. .",15,3,1,8,3,1,8,3,1,0,5,1
143,Rashtreeya Vidyalaya Road (green line),Mahatma Gandhi Road (purple line),Commercial street ,Shopping,BTM layout ,Home,11:00:00,Metro ,90,Auto Rickshaw ,15,4 km to 4.5 km ,9,Auto Rickshaw ,10,2 km to 2.5 km ,5,For neither access nor egress trips ,,,No ,110,Low crowding - All seats AND up to 25% of standing space occupied ,Female,,I will use same mode as reported for this trip ,I was not making this trip earlier ,18-25 yrs ,12th,Student,,2.0,0,0,0,"No, I will not use a bicycle. .",15,3,4,1,1,1,10,11,1,0,5,5
144,Rashtreeya Vidyalaya Road (green line),"Nadaprabhu Kempegowda Station, Majestic (green/purple line)",KSR,Other,Bit college ,School,11:35:00,Metro ,30,Auto Rickshaw ,10,1.5 km to 2 km ,7,Walk ,10,0.5 to 1 km ,,For access trip only ,,,No ,70,Low crowding - All seats AND up to 25% of standing space occupied ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Student,,0.0,0,0,0,"No, I will not use a bicycle. .",15,3,8,3,1,1,2,3,2,0,5,1
145,Indiranagar (purple line),"Sir.M.Visvesvaraya Stn., Central College (purple line)",SP Road ,Work,"Indiranagar, 80 feet road ",Home,23:30:00,Metro + Bus ,45,Walk ,15,1 km to 1.5 km ,8,Walk ,15,1 km to 1.5 km ,,For both access and egress trips ,5,10,No ,27,No crowding  - 50-75% of seats occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,12th,Employed,,0.0,1,0,0,"No, I will not use a bicycle. .",15,3,2,1,3,1,4,4,3,1,1,1
146,Lalbagh (green line),Rajarajeshwari Nagar (purple line),"Suzuki showroom, RR nagar",Work,"Suzuki showroom , lalbagh near metro",Work,11:55:00,Metro ,40,Walk ,3,< 0.5 km ,5,Walk ,10,< 0.5 km ,,For neither access nor egress trips ,,,No ,40,Medium crowding - All seats AND 25-50% of standing space occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,26-35 yrs ,Graduate,Employed,"25,001 – 50,000",0.0,1,0,0,Not Applicable - because neither ends of my trip is home. .,15,4,2,2,1,2,1,1,1,1,1,1
147,Indiranagar (purple line),Silk Institute (green line),Near kanakpura main road ,Home,"Indiranagar,",Friend,12:05:00,Metro ,60,Walk ,5,< 0.5 km ,8,Walk ,10,0.5 to 1 km ,,For both access and egress trips ,,,Metro card ,0,No crowding  - 50-75% of seats occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,26-35 yrs ,Graduate,Employed,,0.0,1,0,0,"Yes, I own a bicycle or I will buy a bicycle, and use it under current travel conditions between my home and the metro station. .",15,1,1,7,1,2,1,3,3,1,1,1
148,Indiranagar (purple line),"Nadaprabhu Kempegowda Station, Majestic (green/purple line)",Malleshwaram 8th cross,Shopping,12th cross indranagar ,Home,12:05:00,Metro ,45,Walk ,5,< 0.5 km ,8,Walk ,15,0.5 to 1 km ,,For neither access nor egress trips ,,,Metro card ,0,No crowding  - Most ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,46-60 yrs ,Graduate,Unemployed,,1.0,1,1,0,"No, I will not use a bicycle. .",15,3,4,1,1,4,1,3,1,0,1,1
149,Chickpet (green line),Mysore Road (purple line),"Nayandahalli mosque,  500m from mysore road",Work,"Attibele, sharada school",Home,10:30:00,"Bus1,Bus2, Metro ",110,Walk ,7,0.5 to 1 km ,2,Walk ,15,1 km to 1.5 km ,,For neither access nor egress trips ,0,3,Ordinary Monthly Pass ,0,High crowding - All seats AND 50-75% of standing space occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Employed,,0.0,1,1,0,"No, I will not use a bicycle. .",15,3,2,1,0,1,3,4,1,1,1,1
150,Baiyappanahalli (purple line),Mysore Road (purple line),"Sumanahall, BR Ambedkar college",Home,BEML limited bangalore campus,Work,00:00:00,Bus1 + Metro + Bus2 ,90,Walk ,5,0.5 to 1 km ,5,Walk ,5,0.5 to 1 km ,,For neither access nor egress trips ,3,1,Metro card ,25,No crowding  - Most ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Student,"25,001 – 50,000",0.0,1,0,0,"No, I will not use a bicycle. .",15,3,1,2,4,1,3,3,1,1,1,1
151,Indiranagar (purple line),Nagasandra (green line),"Nagasandra,near nice road ",Work,"K R Puram,  near TC palya",Home,11:00:00,Bus + Metro ,120,Walk ,5,< 0.5 km ,10,Walk ,10,0.5 to 1 km ,,For both access and egress trips ,5,8,Ordinary Weekly Pass ,0,No crowding  - 50-75% of seats occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Trade,Employed,"25,001 – 50,000",0.0,2,1,0,"No, I will not use a bicycle. .",15,3,2,1,2,1,1,3,3,1,1,1
152,Indiranagar (purple line),"Sir.M.Visvesvaraya Stn., Central College (purple line)",Bengaluru city university ,School,"LIC colony, indranagar ",Home,12:05:00,Metro ,35,Ola/Uber car ,15,2 km to 2.5 km ,8,Walk ,5,< 0.5 km ,,For neither access nor egress trips ,,,No ,80,No crowding  - Most ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Employed,,0.0,1,0,0,"Yes, I own a bicycle or I will buy a bicycle, and use it if a safe bicycling path is available between my home and the metro station. .",15,2,3,1,1,1,11,1,1,0,6,1
153,Jalahalli (green line),Kengeri Bus Terminal (purple line),Kengeri bus terminal ,Social,Jalahalli Cross ,Home,11:50:00,Metro ,55,Walk ,10,0.5 to 1 km ,10,Walk ,5,< 0.5 km ,,For neither access nor egress trips ,,,No ,60,No crowding  - Most ,Male,,I will use same mode as reported for this trip ,I was not making this trip earlier ,18-25 yrs ,12th,Unemployed,"10,001 – 25,000",0.0,0,0,0,"No, I will not use a bicycle. .",15,3,6,1,1,1,3,1,1,1,1,1
154,Silk Institute (green line),"Nadaprabhu Kempegowda Station, Majestic (green/purple line)",Yelahanka ,Home,Ayush Ayurveda hospital ,Work,12:15:00,Bus1 + Metro + Bus2 ,120,Walk ,5,< 0.5 km ,5,Walk ,5,< 0.5 km ,,For neither access nor egress trips ,8,9,Metro card ,0,No crowding - Less than 25% of seats occupied ,Female,Not eligible ,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Employed,,0.0,2,0,0,"No, I will not use a bicycle. .",15,3,1,2,4,1,1,1,1,0,1,1
155,Silk Institute (green line),Jayanagar (green line),Jaynagar 4th block ,Shopping,"Art of living ,udaypura",Work,12:30:00,Bus + Metro ,30,Walk ,5,< 0.5 km ,15,Walk ,10,0.5 to 1 km ,,For neither access nor egress trips ,3,8,No ,45,No crowding - Less than 25% of seats occupied ,Female,Not eligible ,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,26-35 yrs ,Postgraduate,Employed,,0.0,0,0,0,"No, I will not use a bicycle. .",15,3,4,2,2,2,1,3,1,0,1,1
156,Indiranagar (purple line),National College (green line),VV puram,Home,Dr Ambedkar institute of management studies ,School,12:40:00,Metro ,45,Walk ,10,0.5 to 1 km ,8,Walk ,2,< 0.5 km ,,For neither access nor egress trips ,,,Metro card ,0,No crowding  - 50-75% of seats occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Postgraduate,Student,"25,001 – 50,000",0.0,0,0,0,"No, I will not use a bicycle. .",15,3,1,3,1,1,3,1,1,1,1,1
157,"Nadaprabhu Kempegowda Station, Majestic (green/purple line)",Kengeri Bus Terminal (purple line),KPTCL Bescom ,Work,"ANEKAL, bommasandra",Home,09:30:00,Bus + Metro ,210,Walk ,15,1.5 km to 2 km ,2,Walk ,3,< 0.5 km ,,For neither access nor egress trips ,2,4,No ,55,High crowding - All seats AND 50-75% of standing space occupied ,Male,,I will use same mode as reported for this trip ,I was not making this trip earlier ,18-25 yrs ,12th,Employed,,0.0,1,0,0,"No, I will not use a bicycle. .",15,3,2,1,2,1,2,1,1,1,1,1
158,Indiranagar (purple line),Attiguppe (purple line),Indranagar 17th cross,Work,"Attiguppe, 1st main road ",Home,12:45:00,Metro ,60,Walk ,10,< 0.5 km ,7,Walk ,10,0.5 to 1 km ,,For neither access nor egress trips ,,,Metro card ,0,No crowding  - Most ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,46-60 yrs ,Graduate,Business,,1.0,1,0,0,"No, I will not use a bicycle. .",15,3,2,1,1,4,1,3,1,0,1,1
