,M_ORIGIN,M_DESTINATION,D_LANDMARK,D_TYPE,O_LANDMARK,O_TYPE,START_TIME,TRIP_SEQUENCE,TOTAL_TIME,ACCESS_MODE,ACCESS_TIME,ACCESS_DISTANCE,WT_FS,EGRESS_MODE,EGRESS_TIME,EGRESS_DISTANCE,WT_FIS,BICYCLE_USE,TRANSFER_TIME,WAITING_TIME_SECOND_STOP,PASS,TOTAL_COST,CROWDING,GENDER,S_1,S_2,S_3,AGE,EDUCATION,OCCUPATION,INCOME,CARS,TWO_WHEELER,N_BICYCLES,OTHERS,PARKING,RENT,PARK,DESTINATION,ORIGIN,TRIP,AGE_C,ACCESS_DIS,EGRESS_DIS,RENT_BICYCLE,MALE,ACCESS_M,EGRESS_M
171,Deepanjali Nagar (purple line),"Nadaprabhu Kempegowda Station, Majestic (green/purple line)",Shivananda circle ,Work,Deepanjalinagara government school ,Home,12:15:00,Metro + Bus ,40,Walk ,5,< 0.5 km ,9,Walk ,3,< 0.5 km ,,For egress trip only ,4,5,Metro card ,5,Low crowding - All seats AND up to 25% of standing space occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Employed,"1,00,001 – 2,00,000",0.0,2,0,0,"No, I will not use a bicycle. .",5,3,2,1,3,1,1,1,4,1,1,1
172,Banashankari (green line),Sandal Soap Factory (green line),Orion mall,Shopping,Banashankari near temple,Home,12:00:00,Metro ,60,Walk ,10,0.5 to 1 km ,6,Walk ,13,1 km to 1.5 km ,,For neither access nor egress trips ,,,No ,78,Medium crowding - All seats AND 25-50% of standing space occupied ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Student,,0.0,0,0,0,"Yes, I own a bicycle or I will buy a bicycle, and use it if a safe bicycling path is available between my home and the metro station. .",5,2,4,1,1,1,3,4,1,0,1,1
173,Banashankari (green line),"Nadaprabhu Kempegowda Station, Majestic (green/purple line)","Alankar plaza, majestic ",Shopping,"Utrahalli,anjaneya temple",Home,12:00:00,Bus + Metro ,60,Walk ,10,0.5 to 1 km ,15,Walk ,5,< 0.5 km ,,For neither access nor egress trips ,5,9,No ,56,No crowding  - 50-75% of seats occupied ,Female,Yes ,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Student,,0.0,1,0,0,"No, I will not use a bicycle. .",5,3,4,1,2,1,3,1,1,0,1,1
174,Deepanjali Nagar (purple line),Indiranagar (purple line),12th main signal indiranagar ,Work,Channapattana(through ksrtc),Home,12:30:00,Metro + Bus ,40,Walk ,3,< 0.5 km ,8,Walk ,2,< 0.5 km ,,For egress trip only ,7,20,Metro card ,5,Low crowding - All seats AND up to 25% of standing space occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,26-35 yrs ,Graduate,Employed,"10,001 – 25,000",0.0,0,0,0,"No, I will not use a bicycle. .",5,3,2,1,3,2,1,1,4,1,1,1
175,Banashankari (green line),National College (green line),Jain college ,School,Kadrenahalli circle ,Home,12:30:00,Bus + Metro ,40,Walk ,7,< 0.5 km ,5,Walk ,10,0.5 to 1 km ,,For neither access nor egress trips ,5,7,Metro card ,10,Low crowding - All seats AND up to 25% of standing space occupied ,Female,Not eligible ,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Student,,0.0,0,0,0,"No, I will not use a bicycle. .",5,3,3,1,2,1,1,3,1,0,1,1
176,Banashankari (green line),Mahakavi Kuvempu Road (green line),"Rajarajeshwari temple, kurubahalli ",Friend,"Btm layout, Banashankari ",Home,12:00:00,Bus + Metro ,60,Walk ,5,< 0.5 km ,3,Dropped-off by friends/others ,20,3 km to 3.5 km ,3,For egress trip only ,2,9,Metro card ,0,No crowding  - 50-75% of seats occupied ,Female,Yes ,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Student,,1.0,1,0,0,"Yes, I own a bicycle or I will buy a bicycle, and use it if a safe bicycling path is available between my home and the metro station. .",5,2,7,1,2,1,1,5,4,0,1,8
177,Banashankari (green line),Mantri Square Sampige Road (green line),Mantri mall,Shopping,Hsr layout ,Other,12:00:00,Bus + Metro ,90,Walk ,5,< 0.5 km ,5,Walk ,5,< 0.5 km ,,For neither access nor egress trips ,5,6,Metro card ,0,Low crowding - All seats AND up to 25% of standing space occupied ,Female,Yes ,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Student,,0.0,0,0,0,Not Applicable - because neither ends of my trip is home. .,5,4,4,8,2,1,1,1,1,0,1,1
178,Banashankari (green line),Mantri Square Sampige Road (green line),Sheshadripuram,Home,"Btm layout, Banashankari ",Other,00:00:00,Bus + Metro ,90,Walk ,5,< 0.5 km ,3,Walk ,15,1 km to 1.5 km ,,For egress trip only ,3,9,Metro card ,0,No crowding  - Most ,Female,Yes ,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,12th,Student,,1.0,1,1,0,"Yes, I own a bicycle or I will buy a bicycle, and use it if a safe bicycling path is available between my home and the metro station. .",5,2,1,8,2,1,1,4,4,0,1,1
179,Banashankari (green line),Mantri Square Sampige Road (green line),Mall ,Shopping,Btm layout ,Other,12:00:00,Bus + Metro ,45,Walk ,7,< 0.5 km ,5,Walk ,5,< 0.5 km ,,For neither access nor egress trips ,7,6,No ,58,Low crowding - All seats AND up to 25% of standing space occupied ,Female,Yes ,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Student,,0.0,0,0,0,"Yes, I own a bicycle or I will buy a bicycle, and use it if a safe bicycling path is available between my home and the metro station. .",5,2,4,8,2,1,1,1,1,0,1,1
180,Banashankari (green line),Baiyappanahalli (purple line),"Bmrcl office, byapanahalli ",Work,"Kaderenahalli, banshakari ",Home,12:40:00,Bus + Metro ,45,Walk ,5,< 0.5 km ,5,Walk ,6,0.5 to 1 km ,,For both access and egress trips ,3,10,Metro card ,0,No crowding  - Most ,Female,Not eligible ,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Postgraduate,Employed,,0.0,0,0,0,"Yes, I own a bicycle or I will buy a bicycle, and use it if a safe bicycling path is available between my home and the metro station. .",5,2,2,1,2,1,1,3,3,0,1,1
181,Banashankari (green line),Goraguntepalya (green line),Golden grade Company gorgontepalya,Work,Near dayanadsagar college ,Other,12:49:00,Bus + Metro ,70,Walk ,7,0.5 to 1 km ,5,Walk ,10,0.5 to 1 km ,,For neither access nor egress trips ,5,7,No ,90,Low crowding - All seats AND up to 25% of standing space occupied ,Female,Yes ,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Student,,0.0,0,0,0,"No, I will not use a bicycle. .",5,3,2,8,2,1,3,3,1,0,1,1
182,Banashankari (green line),Rajajinagar (green line),Near rajajinagar metro,Home,Jain college ,School,13:00:00,Bus + Metro ,45,Walk ,3,< 0.5 km ,5,Walk ,7,0.5 to 1 km ,,For neither access nor egress trips ,5,7,Metro card ,0,Low crowding - All seats AND up to 25% of standing space occupied ,Female,Yes ,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Student,,1.0,2,0,0,"Yes, I own a bicycle or I will buy a bicycle, and use it if a safe bicycling path is available between my home and the metro station. .",5,2,1,3,2,1,1,3,1,0,1,1
183,Banashankari (green line),South End Circle (green line),"South end circle ,near Allen ",School,Near sangam circle,Home,13:05:00,Metro ,35,Walk ,8,0.5 to 1 km ,10,Walk ,15,1 km to 1.5 km ,,For egress trip only ,,,Metro card ,0,No crowding  - Most ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,12th,Student,,1.0,0,2,0,"No, I will not use a bicycle. .",5,3,3,1,1,1,3,4,4,0,1,1
184,Banashankari (green line),Mahakavi Kuvempu Road (green line),"Modi stop,navrang theatre ",Home,"Dayanand Sagar college, kadrenalli cross",School,13:30:00,Bus1 + Metro + Bus2 ,60,Walk ,5,< 0.5 km ,3,Walk ,10,0.5 to 1 km ,,For egress trip only ,2,10,Metro card ,0,Low crowding - All seats AND up to 25% of standing space occupied ,Female,Yes ,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Postgraduate,Student,,1.0,1,0,0,"No, I will not use a bicycle. .",5,3,1,3,4,1,1,3,4,0,1,1
185,Nagasandra (green line),Attiguppe (purple line),"Rajkumara academy , vijaynagar ",School,"Chikbanavara, near Acharya college ",Home,12:00:00,Metro ,45,Dropped-off by friends/others ,25,> 5 km ,5,Walk ,10,0.5 to 1 km ,,For neither access nor egress trips ,,,Metro card ,0,No crowding  - 25-50% of seats occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Student,,0.0,1,0,0,"No, I will not use a bicycle. .",5,3,3,1,1,1,8,3,1,1,8,1
186,Deepanjali Nagar (purple line),Vijayanagar (purple line),"Vijaynagar metro station,Karthik restaurant ",Social,"Deepanjalinagara,pd office ",Work,13:10:00,Metro ,10,Walk ,5,< 0.5 km ,7,Walk ,2,< 0.5 km ,,For neither access nor egress trips ,,,Metro card ,0,Low crowding - All seats AND up to 25% of standing space occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,46-60 yrs ,Postgraduate,Employed,"50,001 – 1,00,000",0.0,1,0,0,Not Applicable - because neither ends of my trip is home. .,5,4,6,2,1,4,1,1,1,1,1,1
187,"Sir.M.Visvesvaraya Stn., Central College (purple line)",National College (green line),Gandhi bazar,Other,Government SKSJTI college ,School,14:15:00,Metro ,25,Walk ,5,< 0.5 km ,7,Walk ,10,0.5 to 1 km ,,For both access and egress trips ,,,Metro card ,0,High crowding - All seats AND 50-75% of standing space occupied ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Student,,0.0,0,0,0,"Yes, I own a bicycle or I will buy a bicycle, and use it if a safe bicycling path is available between my home and the metro station. .",5,2,8,3,1,1,1,3,3,0,1,1
188,National College (green line),Jayanagar (green line),Jaynagar 4th T-block,Home,Jain college ,School,14:50:00,Metro ,15,Walk ,5,< 0.5 km ,9,Walk ,15,1 km to 1.5 km ,,For neither access nor egress trips ,,,Metro card ,0,No crowding  - Most ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,12th,Student,,2.0,1,0,0,"No, I will not use a bicycle. .",5,3,1,3,1,1,1,4,1,0,1,1
189,Lalbagh (green line),Cubbon Park (purple line),"Income tax office,  queens road",Work,"KPMS ans associates, Lalbagh main gate ",Work,14:40:00,Metro ,25,Walk ,2,< 0.5 km ,2,Walk ,5,0.5 to 1 km ,,For neither access nor egress trips ,,,Metro card ,0,High crowding - All seats AND 50-75% of standing space occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Employed,"50,001 – 1,00,000",0.0,1,1,2,Not Applicable - because neither ends of my trip is home. .,5,4,2,2,1,1,1,3,1,1,1,1
190,Cubbon Park (purple line),Baiyappanahalli (purple line),Baiyapanahalli railway station,Other,"UB city, near Mallya hospital ",Work,15:00:00,Metro ,24,Walk ,7,0.5 to 1 km ,5,Walk ,1,< 0.5 km ,,For neither access nor egress trips ,,,No ,22,High crowding - All seats AND 50-75% of standing space occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,26-35 yrs ,12th,Employed,"25,001 – 50,000",0.0,0,0,0,Not Applicable - because neither ends of my trip is home. .,5,4,8,2,1,2,3,1,1,1,1,1
191,"Sri Balagangadharanatha Swamiji Station, Hosahalli (purple line)",Mahatma Gandhi Road (purple line),"Koramangala, TTMC near",Work,"Hosahalli, vijaynagar, near Ghandhi park ",Home,15:00:00,Metro + Bus ,60,Walk ,10,0.5 to 1 km ,6,Walk ,5,< 0.5 km ,,For both access and egress trips ,3,5,Metro card ,35,No crowding  - 25-50% of seats occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Employed,"50,001 – 1,00,000",1.0,1,0,0,"No, I will not use a bicycle. .",5,3,2,1,3,1,3,1,3,1,1,1
192,"Sri Balagangadharanatha Swamiji Station, Hosahalli (purple line)","Sir.M.Visvesvaraya Stn., Central College (purple line)",Nrupatunga University ,School,Chikkaballapura (ksrtc),Home,03:00:00,Metro ,30,Walk ,5,< 0.5 km ,7,Walk ,10,0.5 to 1 km ,,For egress trip only ,,,No ,18,Low crowding - All seats AND up to 25% of standing space occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,12th,Student,"<=10,000",0.0,1,1,0,"No, I will not use a bicycle. .",5,3,3,1,1,1,1,3,4,1,1,1
193,Chickpet (green line),Baiyappanahalli (purple line),"Kalyan nagar, banjara layout",Home,"KR market, 1km away from chickpet metro",Shopping,14:55:00,Metro ,60,Walk ,20,1.5 km to 2 km ,2,Car ,25,> 5 km ,,For neither access nor egress trips ,,,Metro card ,70,No crowding  - Most ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,26-35 yrs ,12th,Employed,"10,001 – 25,000",0.0,1,0,0,"No, I will not use a bicycle. .",5,3,1,4,1,2,2,8,1,1,1,4
194,"Sri Balagangadharanatha Swamiji Station, Hosahalli (purple line)",Baiyappanahalli (purple line),Kasthurinagar,Work,"Basveshwar nagar, 8th main water tank",Home,14:50:00,Metro ,45,Two-Wheeler ,20,4.5 km to 5 km ,8,Ola/Uber car ,10,2 km to 2.5 km ,1,For neither access nor egress trips ,,,No ,34,No crowding  - 25-50% of seats occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,36-45 yrs ,Graduate,Employed,"1,00,001 – 2,00,000",1.0,1,1,0,"No, I will not use a bicycle. .",5,3,2,1,1,3,6,11,1,1,3,6
195,"Sri Balagangadharanatha Swamiji Station, Hosahalli (purple line)",Krishna Rajendra Market (green line),Bangalore institute of technology ,School,"Vijaynagar,bgs ground ",Home,15:25:00,Metro ,40,Walk ,6,< 0.5 km ,7,Walk ,7,0.5 to 1 km ,,For neither access nor egress trips ,,,Metro card ,0,Low crowding - All seats AND up to 25% of standing space occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Student,"50,001 – 1,00,000",0.0,1,1,0,"No, I will not use a bicycle. .",5,3,3,1,1,1,1,3,1,1,1,1
196,"Sri Balagangadharanatha Swamiji Station, Hosahalli (purple line)",Konanakunte Cross (green line),"Kodis factory, konankunte cross ",Work,AD Dasarahalli ,Home,15:15:00,Bus + Metro ,30,Walk ,10,0.5 to 1 km ,10,Walk ,10,0.5 to 1 km ,,For neither access nor egress trips ,5,8,Metro card ,5,No crowding  - 25-50% of seats occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,46-60 yrs ,10th,Employed,,0.0,0,0,0,"No, I will not use a bicycle. .",5,3,2,1,2,4,3,3,1,1,1,1
197,Baiyappanahalli (purple line),Srirampura (green line),"Srirampura metro station, near chikkarama temple",Work,"KR puram, near K R puram bus stop ",Home,15:00:00,Bus + Metro ,100,Walk ,10,1 km to 1.5 km ,5,Walk ,10,1 km to 1.5 km ,,For neither access nor egress trips ,5,5,No ,50,No crowding  - Most ,Male,,I will use same mode as reported for this trip ,I was not making this trip earlier ,26-35 yrs ,Graduate,Employed,,0.0,1,0,0,"No, I will not use a bicycle. .",5,3,2,1,2,2,4,4,1,1,1,1
198,National College (green line),Mahalakshmi (green line),"Kg ground, mahalaxmi ",Home,"Jain college,vv puram ",School,15:30:00,Metro ,15,Walk ,2,< 0.5 km ,9,Dropped-off by friends/others ,5,0.5 to 1 km ,5,For egress trip only ,,,Metro card ,0,Medium crowding - All seats AND 25-50% of standing space occupied ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,12th,Student,,3.0,4,2,0,"Yes, I own a bicycle or I will buy a bicycle, and use it if a safe bicycling path is available between my home and the metro station. .",5,2,1,3,1,1,1,3,4,0,1,8
199,National College (green line),Mantri Square Sampige Road (green line),Malleshwaram b main road,Home,Jain college ,School,14:30:00,Metro ,30,Walk ,2,< 0.5 km ,4,Walk ,20,3 km to 3.5 km ,,For both access and egress trips ,,,Metro card ,0,High crowding - All seats AND 50-75% of standing space occupied ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,12th,Student,,1.0,3,0,0,"Yes, I own a bicycle or I will buy a bicycle, and use it under current travel conditions between my home and the metro station. .",5,1,1,3,1,1,1,5,3,0,1,1
200,"Sri Balagangadharanatha Swamiji Station, Hosahalli (purple line)",Jayanagar (green line),"Jaynagar,4th block ",Work,"Nagarbhavi, malagala",Home,15:38:00,Metro ,50,Two-Wheeler ,10,3 km to 3.5 km ,8,Walk ,10,0.5 to 1 km ,,For access trip only ,,,Metro card ,0,No crowding  - 25-50% of seats occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Trade,Employed,,2.0,1,0,0,"Yes, I own a bicycle or I will buy a bicycle, and use it under current travel conditions between my home and the metro station. .",5,1,2,1,1,1,5,3,2,1,3,1
201,"Sri Balagangadharanatha Swamiji Station, Hosahalli (purple line)",Krishna Rajendra Market (green line),"JC road,Minerva circle ",Work,Hosahalli metro station ,Work,15:30:00,Metro ,60,Walk ,15,1 km to 1.5 km ,7,Walk ,15,1 km to 1.5 km ,,For both access and egress trips ,,,No ,20,Low crowding - All seats AND up to 25% of standing space occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,26-35 yrs ,Graduate,Employed,,0.0,1,1,0,"Yes, I own a bicycle or I will buy a bicycle, and use it under current travel conditions between my home and the metro station. .",5,1,2,2,1,2,4,4,3,1,1,1
202,National College (green line),Dasarahalli (green line),Dasrahalli general store,Other,BIT college ,Other,15:30:00,Metro + Bus ,60,Walk ,7,0.5 to 1 km ,4,Walk ,10,0.5 to 1 km ,,For egress trip only ,6,5,Metro card ,0,Medium crowding - All seats AND 25-50% of standing space occupied ,Female,Yes ,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Employed,"25,001 – 50,000",0.0,2,1,0,"Yes, I own a bicycle or I will buy a bicycle, and use it if a safe bicycling path is available between my home and the metro station. .",5,2,8,8,3,1,3,3,4,0,1,1
203,National College (green line),Goraguntepalya (green line),"Badrappa layout,",Home,Vasvi road,School,15:30:00,Metro + Bus ,75,Walk ,5,< 0.5 km ,9,Walk ,10,1 km to 1.5 km ,,For egress trip only ,3,2,No ,70,Medium crowding - All seats AND 25-50% of standing space occupied ,Female,Yes ,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Student,,1.0,1,1,0,"Yes, I own a bicycle or I will buy a bicycle, and use it if a safe bicycling path is available between my home and the metro station. .",5,2,1,3,3,1,1,4,4,0,1,1
204,"Sri Balagangadharanatha Swamiji Station, Hosahalli (purple line)",Cubbon Park (purple line),Cubben park ,Other,Near Shobha hospital ,Home,15:45:00,Metro ,25,Two-Wheeler ,5,1 km to 1.5 km ,8,Walk ,5,< 0.5 km ,,For neither access nor egress trips ,,,Metro card ,0,No crowding  - 25-50% of seats occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,46-60 yrs ,Graduate,Business,"1,00,001 – 2,00,000",1.0,1,1,0,"Yes, I own a bicycle or I will buy a bicycle, and use it under current travel conditions between my home and the metro station. .",5,1,8,1,1,4,4,1,1,1,3,1
205,"Sri Balagangadharanatha Swamiji Station, Hosahalli (purple line)",Srirampura (green line),"Sahakara soudha , Dr office, Malleshwaram ",Work,Mythri hospital ,Work,15:45:00,Metro ,30,Walk ,5,< 0.5 km ,9,Walk ,15,0.5 to 1 km ,,For both access and egress trips ,,,No ,19,Medium crowding - All seats AND 25-50% of standing space occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Employed,"10,001 – 25,000",0.0,1,0,0,Not Applicable - because neither ends of my trip is home. .,5,4,2,2,1,1,1,3,3,1,1,1
206,"Sri Balagangadharanatha Swamiji Station, Hosahalli (purple line)",Mahatma Gandhi Road (purple line),St Joseph's College ,School,"Rajajinagar, mahaganapati nagar",Home,16:02:00,Metro ,40,Auto Rickshaw ,8,1.5 km to 2 km ,8,Walk ,10,< 0.5 km ,,For neither access nor egress trips ,,,Metro card ,0,No crowding  - 25-50% of seats occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,10th,Student,"25,001 – 50,000",0.0,1,0,0,"No, I will not use a bicycle. .",5,3,3,1,1,1,2,1,1,1,5,1
207,"Sri Balagangadharanatha Swamiji Station, Hosahalli (purple line)",Baiyappanahalli (purple line),Bangarpette bus stop(local train),Home,"Hosahalli,Bda complex",Friend,15:55:00,Metro ,45,Two-Wheeler ,15,3.5 km to 4 km ,7,Walk ,5,< 0.5 km ,,For access trip only ,,,Metro card ,0,Low crowding - All seats AND up to 25% of standing space occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Employed,"<=10,000",0.0,1,1,0,"No, I will not use a bicycle. .",5,3,1,7,1,1,9,1,2,1,3,1
208,Jayanagar (green line),"Sir.M.Visvesvaraya Stn., Central College (purple line)",Cubbonpete,Home,Jayanagar jain college ,School,16:00:00,Metro ,40,Auto Rickshaw ,5,3 km to 3.5 km ,6,Walk ,7,0.5 to 1 km ,,For both access and egress trips ,,,Metro card ,40,Medium crowding - All seats AND 25-50% of standing space occupied ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,12th,Student,,1.0,1,1,0,"Yes, I own a bicycle or I will buy a bicycle, and use it if a safe bicycling path is available between my home and the metro station. .",5,2,1,3,1,1,5,3,3,0,5,1
209,Jayanagar (green line),Yeshwanthpur (green line),Mattikere,Other,"Jaynagar,Rajiv Gandhi University ",Other,15:00:00,Metro + Bus ,45,Auto Rickshaw ,10,1 km to 1.5 km ,9,Walk ,2,< 0.5 km ,,For both access and egress trips ,3,3,Metro card ,50,Medium crowding - All seats AND 25-50% of standing space occupied ,Female,Not eligible ,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,26-35 yrs ,Graduate,Employed,>2 Lakhs,0.0,0,0,0,"Yes, I own a bicycle or I will buy a bicycle, and use it if a safe bicycling path is available between my home and the metro station. .",5,2,8,8,3,2,4,1,3,0,5,1
210,"Sri Balagangadharanatha Swamiji Station, Hosahalli (purple line)",Baiyappanahalli (purple line),"Hudi, Whitefield ",Home,"Rajajinagar, near carmul school ",Work,16:10:00,Metro + Bus ,90,Two-Wheeler ,10,2 km to 2.5 km ,8,Walk ,30,1.5 km to 2 km ,,For both access and egress trips ,5,1,No ,50,Low crowding - All seats AND up to 25% of standing space occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,36-45 yrs ,Trade,Employed,,0.0,1,0,0,"No, I will not use a bicycle. .",5,3,1,2,3,3,11,2,3,1,3,1
211,Jayanagar (green line),Halasuru (purple line),Jogu palya,Home,Tilak nagar,Other,16:15:00,Metro ,35,Two-Wheeler ,5,2 km to 2.5 km ,5,Walk ,7,0.5 to 1 km ,,For both access and egress trips ,,,No ,70,Medium crowding - All seats AND 25-50% of standing space occupied ,Female,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Postgraduate,Student,,0.0,4,0,0,"Yes, I own a bicycle or I will buy a bicycle, and use it if a safe bicycling path is available between my home and the metro station. .",5,2,1,8,1,1,11,3,3,0,3,1
212,"Sri Balagangadharanatha Swamiji Station, Hosahalli (purple line)",Baiyappanahalli (purple line),"Kaggadasapura,cult fitness ",Home,"JP Nagar,",Friend,15:45:00,Metro ,40,Walk ,5,< 0.5 km ,7,Two-Wheeler ,10,3.5 km to 4 km ,,For both access and egress trips ,,,No ,50,Medium crowding - All seats AND 25-50% of standing space occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Student,"10,001 – 25,000",0.0,1,1,0,"No, I will not use a bicycle. .",5,3,1,7,1,1,1,9,3,1,1,3
213,"Sri Balagangadharanatha Swamiji Station, Hosahalli (purple line)","Nadaprabhu Kempegowda Station, Majestic (green/purple line)",Majestic ,Friend,Vijaynagar,Work,16:20:00,Metro ,20,Two-Wheeler ,3,0.5 to 1 km ,8,Walk ,20,1.5 km to 2 km ,,For neither access nor egress trips ,,,No ,15,No crowding  - Most ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,26-35 yrs ,Graduate,Employed,,0.0,0,0,0,"No, I will not use a bicycle. .",5,3,7,2,1,2,3,2,1,1,3,1
214,Mysore Road (purple line),Baiyappanahalli (purple line),"Oodi, mahadevpura, near Phoenix mall",Home,"Kengeri bus stop, near kengeri ring road",Shopping,15:30:00,Metro + Bus ,120,Office cab,45,> 5 km ,3,Walk ,2,< 0.5 km ,,For neither access nor egress trips ,2,7,No ,20,No crowding  - Most ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,26-35 yrs ,10th,Employed,"25,001 – 50,000",0.0,1,0,0,"Yes, I own a bicycle or I will buy a bicycle, and use it under current travel conditions between my home and the metro station. .",5,1,1,4,3,2,8,1,1,1,10,1
215,"Sri Balagangadharanatha Swamiji Station, Hosahalli (purple line)",Cubbon Park (purple line),Near chinnaswamy stadium ,Home,Dr AIT,School,16:10:00,Metro ,45,Dropped-off by friends/others ,15,> 5 km ,8,Walk ,10,0.5 to 1 km ,,For both access and egress trips ,,,Metro card ,0,No crowding  - Most ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Student,,2.0,0,1,0,"Yes, I own a bicycle or I will buy a bicycle, and use it under current travel conditions between my home and the metro station. .",5,1,1,3,1,1,8,3,3,1,8,1
216,"Sri Balagangadharanatha Swamiji Station, Hosahalli (purple line)","Nadaprabhu Kempegowda Station, Majestic (green/purple line)","Gubbi thotadappa, near railway station ",Friend,Near hosahalli metro station ,Home,16:45:00,Metro ,20,Walk ,5,< 0.5 km ,6,Walk ,5,< 0.5 km ,,For neither access nor egress trips ,,,No ,15,No crowding  - 50-75% of seats occupied ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Student,,0.0,0,0,0,"No, I will not use a bicycle. .",5,3,7,1,1,1,1,1,1,1,1,1
217,"Sri Balagangadharanatha Swamiji Station, Hosahalli (purple line)",Vajarahalli (green line),Vajarahalli near metro station ,Home,"Demart, near hosahalli metro station ",Shopping,16:46:00,Metro ,40,Walk ,5,< 0.5 km ,6,Walk ,5,< 0.5 km ,,For egress trip only ,,,Metro card ,0,No crowding  - Most ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Postgraduate,Student,,0.0,1,0,0,"Yes, I own a bicycle or I will buy a bicycle, and use it under current travel conditions between my home and the metro station. .",5,1,1,4,1,1,1,1,4,1,1,1
218,"Sri Balagangadharanatha Swamiji Station, Hosahalli (purple line)",Swami Vivekananda Road (purple line),Near Swamy Vivekananda metro station ,Work,"Basveshwar nagar, HP gas agency ",Home,16:30:00,Bus + Metro ,60,Walk ,5,< 0.5 km ,20,Walk ,5,< 0.5 km ,,For neither access nor egress trips ,5,6,Metro card ,15,No crowding  - Most ,Male,,I will use same mode as reported for this trip ,I was using same mode as reported for this trip ,18-25 yrs ,Graduate,Employed,,1.0,0,0,0,"No, I will not use a bicycle. .",5,3,2,1,2,1,1,1,1,1,1,1
